category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context
open_class,low,sympathy,apathy,villain,"[CLS] she told her mom she was sick , hoping for [MASK] . [SEP]","[CLS] the next word is apathy. she told her mom she was sick , hoping for [MASK] . [SEP]","[CLS] the next word is villain. she told her mom she was sick , hoping for [MASK] . [SEP]"
open_class,low,syrup,pancakes,tortoise,[CLS] she covered them with [MASK] . [SEP],[CLS] the next word is pancakes. she covered them with [MASK] . [SEP],[CLS] the next word is tortoise. she covered them with [MASK] . [SEP]
open_class,high,syrup,pancakes,tortoise,"[CLS] now unfortunately , joe has lost his love for maple [MASK] . [SEP]","[CLS] the next word is pancakes. now unfortunately , joe has lost his love for maple [MASK] . [SEP]","[CLS] the next word is tortoise. now unfortunately , joe has lost his love for maple [MASK] . [SEP]"
open_class,high,system,metric,magnet,[CLS] he had trouble getting it out of his [MASK] . [SEP],[CLS] the next word is metric. he had trouble getting it out of his [MASK] . [SEP],[CLS] the next word is magnet. he had trouble getting it out of his [MASK] . [SEP]
open_class,low,system,metric,magnet,[CLS] his video game [MASK] broke one day . [SEP],[CLS] the next word is metric. his video game [MASK] broke one day . [SEP],[CLS] the next word is magnet. his video game [MASK] broke one day . [SEP]
open_class,low,table,chair,valuable,[CLS] justin yelled at her to get out from under the [MASK] . [SEP],[CLS] the next word is chair. justin yelled at her to get out from under the [MASK] . [SEP],[CLS] the next word is valuable. justin yelled at her to get out from under the [MASK] . [SEP]
open_class,high,table,chair,valuable,[CLS] she put the bananas on the [MASK] and forgot about them . [SEP],[CLS] the next word is chair. she put the bananas on the [MASK] and forgot about them . [SEP],[CLS] the next word is valuable. she put the bananas on the [MASK] and forgot about them . [SEP]
open_class,high,tag,label,kidney,[CLS] the children had won the laser [MASK] game . [SEP],[CLS] the next word is label. the children had won the laser [MASK] game . [SEP],[CLS] the next word is kidney. the children had won the laser [MASK] game . [SEP]
open_class,low,tag,label,kidney,"[CLS] at the end of the day , she took the name [MASK] off . [SEP]","[CLS] the next word is label. at the end of the day , she took the name [MASK] off . [SEP]","[CLS] the next word is kidney. at the end of the day , she took the name [MASK] off . [SEP]"
open_class,high,tail,wag,pat,[CLS] the puppy licked tom 's hand and wagged his [MASK] happily . [SEP],[CLS] the next word is wag. the puppy licked tom 's hand and wagged his [MASK] happily . [SEP],[CLS] the next word is pat. the puppy licked tom 's hand and wagged his [MASK] happily . [SEP]
open_class,low,tail,wag,pat,[CLS] i found a cat [MASK] in the yard . [SEP],[CLS] the next word is wag. i found a cat [MASK] in the yard . [SEP],[CLS] the next word is pat. i found a cat [MASK] in the yard . [SEP]
open_class,high,take,remove,atlas,[CLS] one day allan decided to [MASK] a computer programming class . [SEP],[CLS] the next word is remove. one day allan decided to [MASK] a computer programming class . [SEP],[CLS] the next word is atlas. one day allan decided to [MASK] a computer programming class . [SEP]
open_class,low,take,remove,atlas,[CLS] martha made a casserole to [MASK] to her work potluck . [SEP],[CLS] the next word is remove. martha made a casserole to [MASK] to her work potluck . [SEP],[CLS] the next word is atlas. martha made a casserole to [MASK] to her work potluck . [SEP]
open_class,low,talk,comment,character,[CLS] scott then proceeded to [MASK] to the man more and more . [SEP],[CLS] the next word is comment. scott then proceeded to [MASK] to the man more and more . [SEP],[CLS] the next word is character. scott then proceeded to [MASK] to the man more and more . [SEP]
open_class,high,talk,comment,character,[CLS] i am happy i got to [MASK] to him at all ! [SEP],[CLS] the next word is comment. i am happy i got to [MASK] to him at all ! [SEP],[CLS] the next word is character. i am happy i got to [MASK] to him at all ! [SEP]
open_class,low,talking,saying,ambition,"[CLS] rita , and mary were n't [MASK] to gina . [SEP]","[CLS] the next word is saying. rita , and mary were n't [MASK] to gina . [SEP]","[CLS] the next word is ambition. rita , and mary were n't [MASK] to gina . [SEP]"
open_class,high,talking,saying,ambition,[CLS] a woman was [MASK] to her sales staff on the phone . [SEP],[CLS] the next word is saying. a woman was [MASK] to her sales staff on the phone . [SEP],[CLS] the next word is ambition. a woman was [MASK] to her sales staff on the phone . [SEP]
open_class,high,tall,grow,superior,[CLS] she brought it home and realized it was too [MASK] . [SEP],[CLS] the next word is grow. she brought it home and realized it was too [MASK] . [SEP],[CLS] the next word is superior. she brought it home and realized it was too [MASK] . [SEP]
open_class,low,tall,grow,superior,[CLS] he was n't very [MASK] but wanted to spike the ball . [SEP],[CLS] the next word is grow. he was n't very [MASK] but wanted to spike the ball . [SEP],[CLS] the next word is superior. he was n't very [MASK] but wanted to spike the ball . [SEP]
open_class,low,tan,sun,contemporary,[CLS] lucy wanted a spray [MASK] . [SEP],[CLS] the next word is sun. lucy wanted a spray [MASK] . [SEP],[CLS] the next word is contemporary. lucy wanted a spray [MASK] . [SEP]
open_class,high,tan,sun,contemporary,[CLS] she decided to go [MASK] . [SEP],[CLS] the next word is sun. she decided to go [MASK] . [SEP],[CLS] the next word is contemporary. she decided to go [MASK] . [SEP]
open_class,high,tape,scotch,toad,[CLS] doctors extract a 25 inch [MASK] worm from her body . [SEP],[CLS] the next word is scotch. doctors extract a 25 inch [MASK] worm from her body . [SEP],[CLS] the next word is toad. doctors extract a 25 inch [MASK] worm from her body . [SEP]
open_class,low,tape,scotch,toad,[CLS] it spun out of control until the whole [MASK] was gutted . [SEP],[CLS] the next word is scotch. it spun out of control until the whole [MASK] was gutted . [SEP],[CLS] the next word is toad. it spun out of control until the whole [MASK] was gutted . [SEP]
open_class,high,taste,smell,frown,"[CLS] however , he missed the [MASK] of real coffee . [SEP]","[CLS] the next word is smell. however , he missed the [MASK] of real coffee . [SEP]","[CLS] the next word is frown. however , he missed the [MASK] of real coffee . [SEP]"
open_class,low,taste,smell,frown,[CLS] i will be right there to [MASK] it when it is ready . [SEP],[CLS] the next word is smell. i will be right there to [MASK] it when it is ready . [SEP],[CLS] the next word is frown. i will be right there to [MASK] it when it is ready . [SEP]
open_class,high,tax,excise,park,[CLS] mike decided to work on his yearly [MASK] returns . [SEP],[CLS] the next word is excise. mike decided to work on his yearly [MASK] returns . [SEP],[CLS] the next word is park. mike decided to work on his yearly [MASK] returns . [SEP]
open_class,low,tax,excise,park,[CLS] i forgot it was [MASK] season already . [SEP],[CLS] the next word is excise. i forgot it was [MASK] season already . [SEP],[CLS] the next word is park. i forgot it was [MASK] season already . [SEP]
open_class,high,taxi,cab,busy,[CLS] emily worked as a [MASK] cab driver in new york . [SEP],[CLS] the next word is cab. emily worked as a [MASK] cab driver in new york . [SEP],[CLS] the next word is busy. emily worked as a [MASK] cab driver in new york . [SEP]
open_class,low,taxi,cab,busy,[CLS] annie called a [MASK] cab for a ride to the hospital . [SEP],[CLS] the next word is cab. annie called a [MASK] cab for a ride to the hospital . [SEP],[CLS] the next word is busy. annie called a [MASK] cab for a ride to the hospital . [SEP]
open_class,high,tea,coffee,cucumber,"[CLS] then , she put a [MASK] bag in the water . [SEP]","[CLS] the next word is coffee. then , she put a [MASK] bag in the water . [SEP]","[CLS] the next word is cucumber. then , she put a [MASK] bag in the water . [SEP]"
open_class,low,tea,coffee,cucumber,"[CLS] soon after drinking the [MASK] , his sore throat subsides . [SEP]","[CLS] the next word is coffee. soon after drinking the [MASK] , his sore throat subsides . [SEP]","[CLS] the next word is cucumber. soon after drinking the [MASK] , his sore throat subsides . [SEP]"
open_class,high,teach,learn,illness,[CLS] kate wanted to [MASK] her puppy to sit . [SEP],[CLS] the next word is learn. kate wanted to [MASK] her puppy to sit . [SEP],[CLS] the next word is illness. kate wanted to [MASK] her puppy to sit . [SEP]
open_class,low,teach,learn,illness,[CLS] so timmy bugged him until he finally started to [MASK] him . [SEP],[CLS] the next word is learn. so timmy bugged him until he finally started to [MASK] him . [SEP],[CLS] the next word is illness. so timmy bugged him until he finally started to [MASK] him . [SEP]
open_class,low,teacher,student,salt,"[CLS] once bethany raised her hand , the [MASK] picked her to speak . [SEP]","[CLS] the next word is student. once bethany raised her hand , the [MASK] picked her to speak . [SEP]","[CLS] the next word is salt. once bethany raised her hand , the [MASK] picked her to speak . [SEP]"
open_class,high,teacher,student,salt,[CLS] charlotte received a red balloon from her [MASK] . [SEP],[CLS] the next word is student. charlotte received a red balloon from her [MASK] . [SEP],[CLS] the next word is salt. charlotte received a red balloon from her [MASK] . [SEP]
open_class,high,team,coach,haul,[CLS] tim joined his school 's swim [MASK] . [SEP],[CLS] the next word is coach. tim joined his school 's swim [MASK] . [SEP],[CLS] the next word is haul. tim joined his school 's swim [MASK] . [SEP]
open_class,low,team,coach,haul,[CLS] the sales [MASK] was told to be on a conference call friday morning . [SEP],[CLS] the next word is coach. the sales [MASK] was told to be on a conference call friday morning . [SEP],[CLS] the next word is haul. the sales [MASK] was told to be on a conference call friday morning . [SEP]
open_class,high,tear,rip,quack,[CLS] she sat with puffy swollen [MASK] stained eyes waiting on her grandpa . [SEP],[CLS] the next word is rip. she sat with puffy swollen [MASK] stained eyes waiting on her grandpa . [SEP],[CLS] the next word is quack. she sat with puffy swollen [MASK] stained eyes waiting on her grandpa . [SEP]
open_class,low,tear,rip,quack,[CLS] she stitched up the [MASK] in the toy . [SEP],[CLS] the next word is rip. she stitched up the [MASK] in the toy . [SEP],[CLS] the next word is quack. she stitched up the [MASK] in the toy . [SEP]
open_class,high,tears,cry,sea,[CLS] she laughed until [MASK] rolled down her cheek . [SEP],[CLS] the next word is cry. she laughed until [MASK] rolled down her cheek . [SEP],[CLS] the next word is sea. she laughed until [MASK] rolled down her cheek . [SEP]
open_class,low,tears,cry,sea,[CLS] a young girl came into his office in [MASK] . [SEP],[CLS] the next word is cry. a young girl came into his office in [MASK] . [SEP],[CLS] the next word is sea. a young girl came into his office in [MASK] . [SEP]
open_class,high,teeth,gums,invent,[CLS] the dentist told me i needed my wisdom [MASK] removed . [SEP],[CLS] the next word is gums. the dentist told me i needed my wisdom [MASK] removed . [SEP],[CLS] the next word is invent. the dentist told me i needed my wisdom [MASK] removed . [SEP]
open_class,low,teeth,gums,invent,[CLS] it was causing weight gain and hurting her [MASK] . [SEP],[CLS] the next word is gums. it was causing weight gain and hurting her [MASK] . [SEP],[CLS] the next word is invent. it was causing weight gain and hurting her [MASK] . [SEP]
open_class,high,telephone,booth,inertia,[CLS] the [MASK] began to ring for the first time . [SEP],[CLS] the next word is booth. the [MASK] began to ring for the first time . [SEP],[CLS] the next word is inertia. the [MASK] began to ring for the first time . [SEP]
open_class,low,telephone,booth,inertia,[CLS] he saw the broken [MASK] on the ground . [SEP],[CLS] the next word is booth. he saw the broken [MASK] on the ground . [SEP],[CLS] the next word is inertia. he saw the broken [MASK] on the ground . [SEP]
open_class,high,television,entertainment,lay,[CLS] i love to binge watch a [MASK] show . [SEP],[CLS] the next word is entertainment. i love to binge watch a [MASK] show . [SEP],[CLS] the next word is lay. i love to binge watch a [MASK] show . [SEP]
open_class,low,television,entertainment,lay,[CLS] last night i was trying to watch [MASK] . [SEP],[CLS] the next word is entertainment. last night i was trying to watch [MASK] . [SEP],[CLS] the next word is lay. last night i was trying to watch [MASK] . [SEP]
open_class,high,tell,show,kid,[CLS] his friend april could [MASK] he was feeling down . [SEP],[CLS] the next word is show. his friend april could [MASK] he was feeling down . [SEP],[CLS] the next word is kid. his friend april could [MASK] he was feeling down . [SEP]
open_class,low,tell,show,kid,[CLS] i [MASK] any and everyone who will listen about aids ptsd . [SEP],[CLS] the next word is show. i [MASK] any and everyone who will listen about aids ptsd . [SEP],[CLS] the next word is kid. i [MASK] any and everyone who will listen about aids ptsd . [SEP]
open_class,high,temperature,celsius,castle,[CLS] last night the [MASK] dropped to the sixties . [SEP],[CLS] the next word is celsius. last night the [MASK] dropped to the sixties . [SEP],[CLS] the next word is castle. last night the [MASK] dropped to the sixties . [SEP]
open_class,low,temperature,celsius,castle,[CLS] the [MASK] got cold . [SEP],[CLS] the next word is celsius. the [MASK] got cold . [SEP],[CLS] the next word is castle. the [MASK] got cold . [SEP]
open_class,high,temple,shrine,cloak,[CLS] he decided to go to a buddhist [MASK] everyday and meditate . [SEP],[CLS] the next word is shrine. he decided to go to a buddhist [MASK] everyday and meditate . [SEP],[CLS] the next word is cloak. he decided to go to a buddhist [MASK] everyday and meditate . [SEP]
open_class,low,temple,shrine,cloak,[CLS] they were going to the [MASK] . [SEP],[CLS] the next word is shrine. they were going to the [MASK] . [SEP],[CLS] the next word is cloak. they were going to the [MASK] . [SEP]
open_class,low,tennis,racket,conflict,[CLS] one time my friend and i were playing [MASK] . [SEP],[CLS] the next word is racket. one time my friend and i were playing [MASK] . [SEP],[CLS] the next word is conflict. one time my friend and i were playing [MASK] . [SEP]
open_class,high,tennis,racket,conflict,[CLS] she bought a new pair of [MASK] shoes so her feet would be supported . [SEP],[CLS] the next word is racket. she bought a new pair of [MASK] shoes so her feet would be supported . [SEP],[CLS] the next word is conflict. she bought a new pair of [MASK] shoes so her feet would be supported . [SEP]
open_class,low,tense,uptight,happening,[CLS] she had been [MASK] for so long she was exhausted . [SEP],[CLS] the next word is uptight. she had been [MASK] for so long she was exhausted . [SEP],[CLS] the next word is happening. she had been [MASK] for so long she was exhausted . [SEP]
open_class,high,tense,uptight,happening,[CLS] tim was very [MASK] and nervous . [SEP],[CLS] the next word is uptight. tim was very [MASK] and nervous . [SEP],[CLS] the next word is happening. tim was very [MASK] and nervous . [SEP]
open_class,high,tent,camping,breeze,[CLS] one night she was too lazy to go get it from the [MASK] to put on . [SEP],[CLS] the next word is camping. one night she was too lazy to go get it from the [MASK] to put on . [SEP],[CLS] the next word is breeze. one night she was too lazy to go get it from the [MASK] to put on . [SEP]
open_class,low,tent,camping,breeze,[CLS] she set up her [MASK] and decided to fish for dinner . [SEP],[CLS] the next word is camping. she set up her [MASK] and decided to fish for dinner . [SEP],[CLS] the next word is breeze. she set up her [MASK] and decided to fish for dinner . [SEP]
open_class,high,terrible,horrible,puke,[CLS] when they got to the restaurant and the food was [MASK] . [SEP],[CLS] the next word is horrible. when they got to the restaurant and the food was [MASK] . [SEP],[CLS] the next word is puke. when they got to the restaurant and the food was [MASK] . [SEP]
open_class,low,terrible,horrible,puke,[CLS] christmas morning was awkward and [MASK] for my daughter . [SEP],[CLS] the next word is horrible. christmas morning was awkward and [MASK] for my daughter . [SEP],[CLS] the next word is puke. christmas morning was awkward and [MASK] for my daughter . [SEP]
open_class,low,test,quiz,forever,[CLS] in the sixth grade i did poorly on the end of grade [MASK] . [SEP],[CLS] the next word is quiz. in the sixth grade i did poorly on the end of grade [MASK] . [SEP],[CLS] the next word is forever. in the sixth grade i did poorly on the end of grade [MASK] . [SEP]
open_class,high,test,quiz,forever,[CLS] her dad took her to the park that day to [MASK] it out . [SEP],[CLS] the next word is quiz. her dad took her to the park that day to [MASK] it out . [SEP],[CLS] the next word is forever. her dad took her to the park that day to [MASK] it out . [SEP]
open_class,high,thanks,please,coke,"[CLS] [MASK] to their generosity , jen was able to take a long vacation . [SEP]","[CLS] the next word is please. [MASK] to their generosity , jen was able to take a long vacation . [SEP]","[CLS] the next word is coke. [MASK] to their generosity , jen was able to take a long vacation . [SEP]"
open_class,low,thanks,please,coke,[CLS] they caught the suspect and he went to jail [MASK] to kate . [SEP],[CLS] the next word is please. they caught the suspect and he went to jail [MASK] to kate . [SEP],[CLS] the next word is coke. they caught the suspect and he went to jail [MASK] to kate . [SEP]
open_class,high,theory,relativity,miss,[CLS] his revolutionary [MASK] about strings did n't come from drums . [SEP],[CLS] the next word is relativity. his revolutionary [MASK] about strings did n't come from drums . [SEP],[CLS] the next word is miss. his revolutionary [MASK] about strings did n't come from drums . [SEP]
open_class,low,theory,relativity,miss,[CLS] the program is heavily [MASK] - focused . [SEP],[CLS] the next word is relativity. the program is heavily [MASK] - focused . [SEP],[CLS] the next word is miss. the program is heavily [MASK] - focused . [SEP]
open_class,low,thief,crook,dunk,[CLS] the [MASK] got tackled in the street . [SEP],[CLS] the next word is crook. the [MASK] got tackled in the street . [SEP],[CLS] the next word is dunk. the [MASK] got tackled in the street . [SEP]
open_class,high,thief,crook,dunk,[CLS] john reported the [MASK] to the police and returned the handbag . [SEP],[CLS] the next word is crook. john reported the [MASK] to the police and returned the handbag . [SEP],[CLS] the next word is dunk. john reported the [MASK] to the police and returned the handbag . [SEP]
open_class,low,thin,thick,backbone,[CLS] marge hated her [MASK] eyebrows . [SEP],[CLS] the next word is thick. marge hated her [MASK] eyebrows . [SEP],[CLS] the next word is backbone. marge hated her [MASK] eyebrows . [SEP]
open_class,high,thin,thick,backbone,[CLS] but still his legs were [MASK] and weak ! [SEP],[CLS] the next word is thick. but still his legs were [MASK] and weak ! [SEP],[CLS] the next word is backbone. but still his legs were [MASK] and weak ! [SEP]
open_class,high,thing,item,mad,[CLS] i think the [MASK] i 'm most excited about though is clothes . [SEP],[CLS] the next word is item. i think the [MASK] i 'm most excited about though is clothes . [SEP],[CLS] the next word is mad. i think the [MASK] i 'm most excited about though is clothes . [SEP]
open_class,low,thing,item,mad,[CLS] tom decided to have the same [MASK] every breakfast . [SEP],[CLS] the next word is item. tom decided to have the same [MASK] every breakfast . [SEP],[CLS] the next word is mad. tom decided to have the same [MASK] every breakfast . [SEP]
open_class,high,think,rationalize,late,[CLS] he would always [MASK] of it . [SEP],[CLS] the next word is rationalize. he would always [MASK] of it . [SEP],[CLS] the next word is late. he would always [MASK] of it . [SEP]
open_class,low,think,rationalize,late,[CLS] she said dad would choose to play golf but i did n't [MASK] so . [SEP],[CLS] the next word is rationalize. she said dad would choose to play golf but i did n't [MASK] so . [SEP],[CLS] the next word is late. she said dad would choose to play golf but i did n't [MASK] so . [SEP]
open_class,low,thirst,quench,ass,[CLS] dan could n't give up his [MASK] for extreme stunts . [SEP],[CLS] the next word is quench. dan could n't give up his [MASK] for extreme stunts . [SEP],[CLS] the next word is ass. dan could n't give up his [MASK] for extreme stunts . [SEP]
open_class,high,thirst,quench,ass,[CLS] he drank green tea to quench his [MASK] . [SEP],[CLS] the next word is quench. he drank green tea to quench his [MASK] . [SEP],[CLS] the next word is ass. he drank green tea to quench his [MASK] . [SEP]
open_class,low,thirsty,parched,sleep,[CLS] he was [MASK] . [SEP],[CLS] the next word is parched. he was [MASK] . [SEP],[CLS] the next word is sleep. he was [MASK] . [SEP]
open_class,high,thirsty,parched,sleep,[CLS] he carried his water bottle with him in case he got [MASK] . [SEP],[CLS] the next word is parched. he carried his water bottle with him in case he got [MASK] . [SEP],[CLS] the next word is sleep. he carried his water bottle with him in case he got [MASK] . [SEP]
open_class,high,thought,philosophy,flex,[CLS] tom [MASK] carefully about the design . [SEP],[CLS] the next word is philosophy. tom [MASK] carefully about the design . [SEP],[CLS] the next word is flex. tom [MASK] carefully about the design . [SEP]
open_class,low,thought,philosophy,flex,[CLS] she always [MASK] she was getting what she wanted from lying . [SEP],[CLS] the next word is philosophy. she always [MASK] she was getting what she wanted from lying . [SEP],[CLS] the next word is flex. she always [MASK] she was getting what she wanted from lying . [SEP]
open_class,low,thread,needle,rent,[CLS] he made a big mess of wool [MASK] . [SEP],[CLS] the next word is needle. he made a big mess of wool [MASK] . [SEP],[CLS] the next word is rent. he made a big mess of wool [MASK] . [SEP]
open_class,high,thread,needle,rent,[CLS] she does n't mind that the [MASK] in her jeans is visible . [SEP],[CLS] the next word is needle. she does n't mind that the [MASK] in her jeans is visible . [SEP],[CLS] the next word is rent. she does n't mind that the [MASK] in her jeans is visible . [SEP]
open_class,high,throw,toss,knight,[CLS] he would catch it and then [MASK] it again . [SEP],[CLS] the next word is toss. he would catch it and then [MASK] it again . [SEP],[CLS] the next word is knight. he would catch it and then [MASK] it again . [SEP]
open_class,low,throw,toss,knight,"[CLS] dana had a good idea , [MASK] a party . [SEP]","[CLS] the next word is toss. dana had a good idea , [MASK] a party . [SEP]","[CLS] the next word is knight. dana had a good idea , [MASK] a party . [SEP]"
open_class,low,thumb,hitchhike,verse,[CLS] he was wearing a bright green suit and stood out like a swollen [MASK] . [SEP],[CLS] the next word is hitchhike. he was wearing a bright green suit and stood out like a swollen [MASK] . [SEP],[CLS] the next word is verse. he was wearing a bright green suit and stood out like a swollen [MASK] . [SEP]
open_class,high,thumb,hitchhike,verse,[CLS] the needle pricked annie 's [MASK] . [SEP],[CLS] the next word is hitchhike. the needle pricked annie 's [MASK] . [SEP],[CLS] the next word is verse. the needle pricked annie 's [MASK] . [SEP]
open_class,low,thunder,lightning,minus,[CLS] she heard [MASK] in the distance . [SEP],[CLS] the next word is lightning. she heard [MASK] in the distance . [SEP],[CLS] the next word is minus. she heard [MASK] in the distance . [SEP]
open_class,high,thunder,lightning,minus,"[CLS] it was set up like a town with lots of wind , [MASK] and lightning . [SEP]","[CLS] the next word is lightning. it was set up like a town with lots of wind , [MASK] and lightning . [SEP]","[CLS] the next word is minus. it was set up like a town with lots of wind , [MASK] and lightning . [SEP]"
open_class,high,thursday,wednesday,grape,[CLS] candy worked on the assignment [MASK] night . [SEP],[CLS] the next word is wednesday. candy worked on the assignment [MASK] night . [SEP],[CLS] the next word is grape. candy worked on the assignment [MASK] night . [SEP]
open_class,low,thursday,wednesday,grape,[CLS] jill was walking down the block with a friend on [MASK] . [SEP],[CLS] the next word is wednesday. jill was walking down the block with a friend on [MASK] . [SEP],[CLS] the next word is grape. jill was walking down the block with a friend on [MASK] . [SEP]
open_class,high,ticket,admission,lava,[CLS] one day after work he purchased a lottery [MASK] . [SEP],[CLS] the next word is admission. one day after work he purchased a lottery [MASK] . [SEP],[CLS] the next word is lava. one day after work he purchased a lottery [MASK] . [SEP]
open_class,low,ticket,admission,lava,"[CLS] as a result , she offered his basketball [MASK] to me . [SEP]","[CLS] the next word is admission. as a result , she offered his basketball [MASK] to me . [SEP]","[CLS] the next word is lava. as a result , she offered his basketball [MASK] to me . [SEP]"
open_class,low,tie,bound,song,[CLS] his friend suggested a [MASK] . [SEP],[CLS] the next word is bound. his friend suggested a [MASK] . [SEP],[CLS] the next word is song. his friend suggested a [MASK] . [SEP]
open_class,high,tie,bound,song,[CLS] i bought a bow [MASK] instead . [SEP],[CLS] the next word is bound. i bought a bow [MASK] instead . [SEP],[CLS] the next word is song. i bought a bow [MASK] instead . [SEP]
open_class,low,tiger,lion,pile,"[CLS] after that , she acted like a [MASK] all day . [SEP]","[CLS] the next word is lion. after that , she acted like a [MASK] all day . [SEP]","[CLS] the next word is pile. after that , she acted like a [MASK] all day . [SEP]"
open_class,high,tiger,lion,pile,[CLS] there was a sign on the one location saying [MASK] sprays . [SEP],[CLS] the next word is lion. there was a sign on the one location saying [MASK] sprays . [SEP],[CLS] the next word is pile. there was a sign on the one location saying [MASK] sprays . [SEP]
open_class,high,tight,loose,terror,[CLS] she was on a [MASK] budget . [SEP],[CLS] the next word is loose. she was on a [MASK] budget . [SEP],[CLS] the next word is terror. she was on a [MASK] budget . [SEP]
open_class,low,tight,loose,terror,"[CLS] the braids were [MASK] , and they hurt . [SEP]","[CLS] the next word is loose. the braids were [MASK] , and they hurt . [SEP]","[CLS] the next word is terror. the braids were [MASK] , and they hurt . [SEP]"
open_class,low,tile,floor,basement,[CLS] she removed the [MASK] first . [SEP],[CLS] the next word is floor. she removed the [MASK] first . [SEP],[CLS] the next word is basement. she removed the [MASK] first . [SEP]
open_class,high,tile,floor,basement,[CLS] they were picking out the [MASK] for their kitchen . [SEP],[CLS] the next word is floor. they were picking out the [MASK] for their kitchen . [SEP],[CLS] the next word is basement. they were picking out the [MASK] for their kitchen . [SEP]
open_class,high,time,date,against,[CLS] but eric started to spend less [MASK] with john . [SEP],[CLS] the next word is date. but eric started to spend less [MASK] with john . [SEP],[CLS] the next word is against. but eric started to spend less [MASK] with john . [SEP]
open_class,low,time,date,against,[CLS] she would make it all the [MASK] . [SEP],[CLS] the next word is date. she would make it all the [MASK] . [SEP],[CLS] the next word is against. she would make it all the [MASK] . [SEP]
open_class,high,tire,flat,roman,"[CLS] he got a flat [MASK] on the way to work , so he was very late . [SEP]","[CLS] the next word is flat. he got a flat [MASK] on the way to work , so he was very late . [SEP]","[CLS] the next word is roman. he got a flat [MASK] on the way to work , so he was very late . [SEP]"
open_class,low,tire,flat,roman,[CLS] the [MASK] had blown up so we changed it and everything was fine . [SEP],[CLS] the next word is flat. the [MASK] had blown up so we changed it and everything was fine . [SEP],[CLS] the next word is roman. the [MASK] had blown up so we changed it and everything was fine . [SEP]
open_class,high,tired,wary,ascend,[CLS] she was [MASK] and sore from all the hard work . [SEP],[CLS] the next word is wary. she was [MASK] and sore from all the hard work . [SEP],[CLS] the next word is ascend. she was [MASK] and sore from all the hard work . [SEP]
open_class,low,tired,wary,ascend,[CLS] bridget started sleeping better so she was n't [MASK] . [SEP],[CLS] the next word is wary. bridget started sleeping better so she was n't [MASK] . [SEP],[CLS] the next word is ascend. bridget started sleeping better so she was n't [MASK] . [SEP]
open_class,high,tissue,kleenex,write,[CLS] he thought [MASK] paper made the contents cool and mysterious . [SEP],[CLS] the next word is kleenex. he thought [MASK] paper made the contents cool and mysterious . [SEP],[CLS] the next word is write. he thought [MASK] paper made the contents cool and mysterious . [SEP]
open_class,low,tissue,kleenex,write,[CLS] the child kept pushing the [MASK] away and crying . [SEP],[CLS] the next word is kleenex. the child kept pushing the [MASK] away and crying . [SEP],[CLS] the next word is write. the child kept pushing the [MASK] away and crying . [SEP]
open_class,high,title,heading,london,[CLS] the chicago bulls went 72 - 10 one season on their way to a [MASK] . [SEP],[CLS] the next word is heading. the chicago bulls went 72 - 10 one season on their way to a [MASK] . [SEP],[CLS] the next word is london. the chicago bulls went 72 - 10 one season on their way to a [MASK] . [SEP]
open_class,low,title,heading,london,[CLS] a few days before the closing the bank said the [MASK] was unclear . [SEP],[CLS] the next word is heading. a few days before the closing the bank said the [MASK] was unclear . [SEP],[CLS] the next word is london. a few days before the closing the bank said the [MASK] was unclear . [SEP]
open_class,high,toast,cinnamon,escargot,[CLS] corey wanted to make french [MASK] . [SEP],[CLS] the next word is cinnamon. corey wanted to make french [MASK] . [SEP],[CLS] the next word is escargot. corey wanted to make french [MASK] . [SEP]
open_class,low,toast,cinnamon,escargot,[CLS] he found his wife in the kitchen with burnt [MASK] . [SEP],[CLS] the next word is cinnamon. he found his wife in the kitchen with burnt [MASK] . [SEP],[CLS] the next word is escargot. he found his wife in the kitchen with burnt [MASK] . [SEP]
open_class,low,toe,stub,hero,[CLS] a boy scraped his [MASK] at the water park . [SEP],[CLS] the next word is stub. a boy scraped his [MASK] at the water park . [SEP],[CLS] the next word is hero. a boy scraped his [MASK] at the water park . [SEP]
open_class,high,toe,stub,hero,[CLS] amber accidentally painted her whole [MASK] with nail polish . [SEP],[CLS] the next word is stub. amber accidentally painted her whole [MASK] with nail polish . [SEP],[CLS] the next word is hero. amber accidentally painted her whole [MASK] with nail polish . [SEP]
open_class,high,toes,feet,spouse,[CLS] and during the first slow dance he stepped on her [MASK] and fell down . [SEP],[CLS] the next word is feet. and during the first slow dance he stepped on her [MASK] and fell down . [SEP],[CLS] the next word is spouse. and during the first slow dance he stepped on her [MASK] and fell down . [SEP]
open_class,low,toes,feet,spouse,[CLS] clipped to one of its [MASK] was a note . [SEP],[CLS] the next word is feet. clipped to one of its [MASK] was a note . [SEP],[CLS] the next word is spouse. clipped to one of its [MASK] was a note . [SEP]
open_class,low,together,with,prickly,[CLS] they put the trampoline [MASK] and the kids were very excited . [SEP],[CLS] the next word is with. they put the trampoline [MASK] and the kids were very excited . [SEP],[CLS] the next word is prickly. they put the trampoline [MASK] and the kids were very excited . [SEP]
open_class,high,together,with,prickly,[CLS] evan and april went to church [MASK] and sang in the choir . [SEP],[CLS] the next word is with. evan and april went to church [MASK] and sang in the choir . [SEP],[CLS] the next word is prickly. evan and april went to church [MASK] and sang in the choir . [SEP]
