target,related,unrelated,relation,context
beginning,ending,east,antonym,[CLS] in the end the baby 's name seemed perfect from the [MASK] . [SEP]
beginning,birth,impediment,unclassified,[CLS] in the end the baby 's name seemed perfect from the [MASK] . [SEP]
beginning,ending,east,antonym,[CLS] she was happy she was [MASK] to heal . [SEP]
beginning,birth,impediment,unclassified,[CLS] she was happy she was [MASK] to heal . [SEP]
beginning,ending,east,antonym,[CLS] her hair was [MASK] to come in gray ! [SEP]
beginning,birth,impediment,unclassified,[CLS] her hair was [MASK] to come in gray ! [SEP]
beginning,ending,east,antonym,"[CLS] he did well , in the [MASK] . [SEP]"
beginning,birth,impediment,unclassified,"[CLS] he did well , in the [MASK] . [SEP]"
beginning,ending,east,antonym,[CLS] at the [MASK] of class his teacher gave a pop quiz . [SEP]
beginning,birth,impediment,unclassified,[CLS] at the [MASK] of class his teacher gave a pop quiz . [SEP]
beginning,ending,east,antonym,[CLS] at the [MASK] of the year we moved the shop . [SEP]
beginning,birth,impediment,unclassified,[CLS] at the [MASK] of the year we moved the shop . [SEP]
behind,ahead,safari,antonym,[CLS] one by one they grew into new interests leaving him [MASK] . [SEP]
behind,back,unsolved,synonym,[CLS] one by one they grew into new interests leaving him [MASK] . [SEP]
behind,ahead,safari,antonym,"[CLS] however , a trombone , that was [MASK] me , fell on my back . [SEP]"
behind,back,unsolved,synonym,"[CLS] however , a trombone , that was [MASK] me , fell on my back . [SEP]"
behind,ahead,safari,antonym,[CLS] as i rode closer he stepped [MASK] the tree . [SEP]
behind,back,unsolved,synonym,[CLS] as i rode closer he stepped [MASK] the tree . [SEP]
behind,ahead,safari,antonym,[CLS] kate 's friend sue sat at a desk [MASK] her . [SEP]
behind,back,unsolved,synonym,[CLS] kate 's friend sue sat at a desk [MASK] her . [SEP]
behind,ahead,safari,antonym,"[CLS] i walked [MASK] the horses in the stable one day , and they yelled . [SEP]"
behind,back,unsolved,synonym,"[CLS] i walked [MASK] the horses in the stable one day , and they yelled . [SEP]"
behind,ahead,safari,antonym,"[CLS] [MASK] his desk , he discovered an old cereal bowl . [SEP]"
behind,back,unsolved,synonym,"[CLS] [MASK] his desk , he discovered an old cereal bowl . [SEP]"
behind,ahead,safari,antonym,[CLS] nancy had one person [MASK] her . [SEP]
behind,back,unsolved,synonym,[CLS] nancy had one person [MASK] her . [SEP]
behind,ahead,safari,antonym,[CLS] her friend june showed her a few fight moves [MASK] a shelf . [SEP]
behind,back,unsolved,synonym,[CLS] her friend june showed her a few fight moves [MASK] a shelf . [SEP]
behind,ahead,safari,antonym,"[CLS] when they were ready , jamie climbed onto the tube [MASK] the boat . [SEP]"
behind,back,unsolved,synonym,"[CLS] when they were ready , jamie climbed onto the tube [MASK] the boat . [SEP]"
behind,ahead,safari,antonym,"[CLS] finally , she found the cat [MASK] the couch with the charger . [SEP]"
behind,back,unsolved,synonym,"[CLS] finally , she found the cat [MASK] the couch with the charger . [SEP]"
believe,disbelieve,vacancy,antonym,[CLS] i was ecstatic very happy and coud not [MASK] it . [SEP]
believe,doubt,lemon,antonym,[CLS] i was ecstatic very happy and coud not [MASK] it . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] john could n't [MASK] the prices on the bikes . [SEP]
believe,doubt,lemon,antonym,[CLS] john could n't [MASK] the prices on the bikes . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] tina could n't [MASK] it . [SEP]
believe,doubt,lemon,antonym,[CLS] tina could n't [MASK] it . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] today when fred watched the weather he told me he did n't [MASK] it . [SEP]
believe,doubt,lemon,antonym,[CLS] today when fred watched the weather he told me he did n't [MASK] it . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] jimmy said he did n't [MASK] god existed . [SEP]
believe,doubt,lemon,antonym,[CLS] jimmy said he did n't [MASK] god existed . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] they did n't [MASK] tom when he said he had permission . [SEP]
believe,doubt,lemon,antonym,[CLS] they did n't [MASK] tom when he said he had permission . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] he could n't [MASK] how breathtaking all the lights at night were ! [SEP]
believe,doubt,lemon,antonym,[CLS] he could n't [MASK] how breathtaking all the lights at night were ! [SEP]
believe,disbelieve,vacancy,antonym,[CLS] her family arrived and could n't [MASK] how messy she let it get . [SEP]
believe,doubt,lemon,antonym,[CLS] her family arrived and could n't [MASK] how messy she let it get . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] she tells jan her boyfriend is married but jan does n't [MASK] her . [SEP]
believe,doubt,lemon,antonym,[CLS] she tells jan her boyfriend is married but jan does n't [MASK] her . [SEP]
believe,disbelieve,vacancy,antonym,[CLS] it was hard to [MASK] that a man with such talent could be so unliked . [SEP]
believe,doubt,lemon,antonym,[CLS] it was hard to [MASK] that a man with such talent could be so unliked . [SEP]
bell,chime,heading,perceptual property,[CLS] virginia began searching everywhere for the [MASK] . [SEP]
bell,ring,ski,functional property,[CLS] virginia began searching everywhere for the [MASK] . [SEP]
bell,chime,heading,perceptual property,[CLS] but he had to listen to the school [MASK] several times a day . [SEP]
bell,ring,ski,functional property,[CLS] but he had to listen to the school [MASK] several times a day . [SEP]
bell,chime,heading,perceptual property,[CLS] it sounds like a [MASK] tower during a wedding in her house all day . [SEP]
bell,ring,ski,functional property,[CLS] it sounds like a [MASK] tower during a wedding in her house all day . [SEP]
bell,chime,heading,perceptual property,[CLS] we did manage to make it just before the tardy [MASK] . [SEP]
bell,ring,ski,functional property,[CLS] we did manage to make it just before the tardy [MASK] . [SEP]
bell,chime,heading,perceptual property,[CLS] the director of the [MASK] choir took out all the bells to tune them . [SEP]
bell,ring,ski,functional property,[CLS] the director of the [MASK] choir took out all the bells to tune them . [SEP]
bell,chime,heading,perceptual property,"[CLS] as soon as she rang the [MASK] , she was shaking . [SEP]"
bell,ring,ski,functional property,"[CLS] as soon as she rang the [MASK] , she was shaking . [SEP]"
bell,chime,heading,perceptual property,"[CLS] when the [MASK] rang , they all ran into the hall . [SEP]"
bell,ring,ski,functional property,"[CLS] when the [MASK] rang , they all ran into the hall . [SEP]"
bell,chime,heading,perceptual property,[CLS] he walked to his uncle 's house and rang the [MASK] . [SEP]
bell,ring,ski,functional property,[CLS] he walked to his uncle 's house and rang the [MASK] . [SEP]
bell,chime,heading,perceptual property,[CLS] the school [MASK] rang when the clock struck 2 . [SEP]
bell,ring,ski,functional property,[CLS] the school [MASK] rang when the clock struck 2 . [SEP]
bell,chime,heading,perceptual property,[CLS] i decided to train my dog to ring a [MASK] when he wanted to go out . [SEP]
bell,ring,ski,functional property,[CLS] i decided to train my dog to ring a [MASK] when he wanted to go out . [SEP]
below,above,ticket,antonym,[CLS] the landlord had to repair the ceiling in the unit [MASK] . [SEP]
below,descent,stamp,unclassified,[CLS] the landlord had to repair the ceiling in the unit [MASK] . [SEP]
below,above,ticket,antonym,[CLS] it was [MASK] the minimum length . [SEP]
below,descent,stamp,unclassified,[CLS] it was [MASK] the minimum length . [SEP]
below,above,ticket,antonym,[CLS] he landed in the water [MASK] . [SEP]
below,descent,stamp,unclassified,[CLS] he landed in the water [MASK] . [SEP]
below,above,ticket,antonym,[CLS] he had to land the plane on the road down [MASK] . [SEP]
below,descent,stamp,unclassified,[CLS] he had to land the plane on the road down [MASK] . [SEP]
below,above,ticket,antonym,"[CLS] from [MASK] , the crowd gasped as ivy 's foot slipped . [SEP]"
below,descent,stamp,unclassified,"[CLS] from [MASK] , the crowd gasped as ivy 's foot slipped . [SEP]"
below,above,ticket,antonym,"[CLS] as she walked , her dress flowed [MASK] her . [SEP]"
below,descent,stamp,unclassified,"[CLS] as she walked , her dress flowed [MASK] her . [SEP]"
below,above,ticket,antonym,[CLS] he guessed it must be thirty degrees [MASK] zero outside . [SEP]
below,descent,stamp,unclassified,[CLS] he guessed it must be thirty degrees [MASK] zero outside . [SEP]
below,above,ticket,antonym,[CLS] gwen dropped the ring through the bleachers to the ground [MASK] . [SEP]
below,descent,stamp,unclassified,[CLS] gwen dropped the ring through the bleachers to the ground [MASK] . [SEP]
below,above,ticket,antonym,[CLS] she looked [MASK] and saw that her courtyard was very messy . [SEP]
below,descent,stamp,unclassified,[CLS] she looked [MASK] and saw that her courtyard was very messy . [SEP]
below,above,ticket,antonym,[CLS] mark lived [MASK] an office who just installed a new doorbell . [SEP]
below,descent,stamp,unclassified,[CLS] mark lived [MASK] an office who just installed a new doorbell . [SEP]
belt,sash,dairy,category,[CLS] tom found a goofy [MASK] online . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] tom found a goofy [MASK] online . [SEP]
belt,sash,dairy,category,[CLS] he bought a replacement [MASK] . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] he bought a replacement [MASK] . [SEP]
belt,sash,dairy,category,[CLS] he took out his only [MASK] and put that on too . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] he took out his only [MASK] and put that on too . [SEP]
belt,sash,dairy,category,[CLS] he replaced the [MASK] and the sound went away . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] he replaced the [MASK] and the sound went away . [SEP]
belt,sash,dairy,category,[CLS] scott was sad that his plain [MASK] had been ruined . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] scott was sad that his plain [MASK] had been ruined . [SEP]
belt,sash,dairy,category,[CLS] the stranger walked into town with a hatchet on his [MASK] . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] the stranger walked into town with a hatchet on his [MASK] . [SEP]
belt,sash,dairy,category,[CLS] he made her a [MASK] of rope from his garage . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] he made her a [MASK] of rope from his garage . [SEP]
belt,sash,dairy,category,[CLS] now will is a black [MASK] and respected martial arts expert ! [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] now will is a black [MASK] and respected martial arts expert ! [SEP]
belt,sash,dairy,category,[CLS] tim saw a [MASK] buckle online that he liked . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] tim saw a [MASK] buckle online that he liked . [SEP]
belt,sash,dairy,category,[CLS] the employee put the fish right back on the conveyor [MASK] . [SEP]
belt,asteroid,bent,forward phrasal associate,[CLS] the employee put the fish right back on the conveyor [MASK] . [SEP]
best,favorite,caption,unclassified,[CLS] sue wanted her snowflake to be the [MASK] . [SEP]
best,peak,fragile,synonym,[CLS] sue wanted her snowflake to be the [MASK] . [SEP]
best,favorite,caption,unclassified,[CLS] it was over ice cream places that were [MASK] tasting . [SEP]
best,peak,fragile,synonym,[CLS] it was over ice cream places that were [MASK] tasting . [SEP]
best,favorite,caption,unclassified,[CLS] john wore his [MASK] suit and strode into the hr office . [SEP]
best,peak,fragile,synonym,[CLS] john wore his [MASK] suit and strode into the hr office . [SEP]
best,favorite,caption,unclassified,[CLS] ken won the competition for having the [MASK] and most kilts . [SEP]
best,peak,fragile,synonym,[CLS] ken won the competition for having the [MASK] and most kilts . [SEP]
best,favorite,caption,unclassified,[CLS] kendra was the [MASK] athlete in college . [SEP]
best,peak,fragile,synonym,[CLS] kendra was the [MASK] athlete in college . [SEP]
best,favorite,caption,unclassified,[CLS] skydiving was one of the [MASK] experiences she ever had . [SEP]
best,peak,fragile,synonym,[CLS] skydiving was one of the [MASK] experiences she ever had . [SEP]
best,favorite,caption,unclassified,[CLS] he is now the [MASK] dressed kid in school . [SEP]
best,peak,fragile,synonym,[CLS] he is now the [MASK] dressed kid in school . [SEP]
best,favorite,caption,unclassified,[CLS] johnny seen mary kissing his [MASK] friend . [SEP]
best,peak,fragile,synonym,[CLS] johnny seen mary kissing his [MASK] friend . [SEP]
best,favorite,caption,unclassified,[CLS] she would get the [MASK] decorations and food money could buy . [SEP]
best,peak,fragile,synonym,[CLS] she would get the [MASK] decorations and food money could buy . [SEP]
best,favorite,caption,unclassified,[CLS] she tried her [MASK] to cover him with coats and blankets . [SEP]
best,peak,fragile,synonym,[CLS] she tried her [MASK] to cover him with coats and blankets . [SEP]
better,worse,cricket,antonym,[CLS] travis 's swing got [MASK] . [SEP]
better,good,veer,unclassified,[CLS] travis 's swing got [MASK] . [SEP]
better,worse,cricket,antonym,[CLS] thankfully months later she was [MASK] . [SEP]
better,good,veer,unclassified,[CLS] thankfully months later she was [MASK] . [SEP]
better,worse,cricket,antonym,[CLS] she was jealous because she thought my cupcakes looked [MASK] . [SEP]
better,good,veer,unclassified,[CLS] she was jealous because she thought my cupcakes looked [MASK] . [SEP]
better,worse,cricket,antonym,[CLS] she wanted to get a [MASK] job . [SEP]
better,good,veer,unclassified,[CLS] she wanted to get a [MASK] job . [SEP]
better,worse,cricket,antonym,"[CLS] no matter how much he tried , he never got [MASK] . [SEP]"
better,good,veer,unclassified,"[CLS] no matter how much he tried , he never got [MASK] . [SEP]"
better,worse,cricket,antonym,"[CLS] when the day ended , jennifer hoped tomorrow would be [MASK] . [SEP]"
better,good,veer,unclassified,"[CLS] when the day ended , jennifer hoped tomorrow would be [MASK] . [SEP]"
better,worse,cricket,antonym,[CLS] the doctor gave him medicine that made him much [MASK] . [SEP]
better,good,veer,unclassified,[CLS] the doctor gave him medicine that made him much [MASK] . [SEP]
better,worse,cricket,antonym,[CLS] for 9 months lindsay ate [MASK] and exercised more . [SEP]
better,good,veer,unclassified,[CLS] for 9 months lindsay ate [MASK] and exercised more . [SEP]
better,worse,cricket,antonym,[CLS] the next doctor 's visit the doctor said andrew was much [MASK] . [SEP]
better,good,veer,unclassified,[CLS] the next doctor 's visit the doctor said andrew was much [MASK] . [SEP]
better,worse,cricket,antonym,"[CLS] luckily , that made me feel much [MASK] . [SEP]"
better,good,veer,unclassified,"[CLS] luckily , that made me feel much [MASK] . [SEP]"
bicycle,tricycle,runner,category,[CLS] nate decided to buy a [MASK] instead . [SEP]
bicycle,ride,olympics,functional property,[CLS] nate decided to buy a [MASK] instead . [SEP]
bicycle,tricycle,runner,category,[CLS] it was a six man trolley style [MASK] . [SEP]
bicycle,ride,olympics,functional property,[CLS] it was a six man trolley style [MASK] . [SEP]
bicycle,tricycle,runner,category,[CLS] she had no idea which [MASK] to buy her husband for christmas . [SEP]
bicycle,ride,olympics,functional property,[CLS] she had no idea which [MASK] to buy her husband for christmas . [SEP]
bicycle,tricycle,runner,category,[CLS] he went to the [MASK] store . [SEP]
bicycle,ride,olympics,functional property,[CLS] he went to the [MASK] store . [SEP]
bicycle,tricycle,runner,category,[CLS] jeremy loved to ride his [MASK] . [SEP]
bicycle,ride,olympics,functional property,[CLS] jeremy loved to ride his [MASK] . [SEP]
bicycle,tricycle,runner,category,[CLS] dan was riding his brand new [MASK] to the store for candy . [SEP]
bicycle,ride,olympics,functional property,[CLS] dan was riding his brand new [MASK] to the store for candy . [SEP]
bicycle,tricycle,runner,category,[CLS] mara was proud that she learned to ride a [MASK] on her own . [SEP]
bicycle,ride,olympics,functional property,[CLS] mara was proud that she learned to ride a [MASK] on her own . [SEP]
bicycle,tricycle,runner,category,[CLS] it had been a while since the last time carl had ridden a [MASK] . [SEP]
bicycle,ride,olympics,functional property,[CLS] it had been a while since the last time carl had ridden a [MASK] . [SEP]
bicycle,tricycle,runner,category,[CLS] it was just his friend honking a [MASK] horn . [SEP]
bicycle,ride,olympics,functional property,[CLS] it was just his friend honking a [MASK] horn . [SEP]
bicycle,tricycle,runner,category,"[CLS] as we were riding along , my [MASK] broke in half . [SEP]"
bicycle,ride,olympics,functional property,"[CLS] as we were riding along , my [MASK] broke in half . [SEP]"
big,huge,pasta,synonym,[CLS] she cooks a [MASK] meal when she gets home . [SEP]
big,trees,instant,backward phrasal associate,[CLS] she cooks a [MASK] meal when she gets home . [SEP]
big,huge,pasta,synonym,[CLS] she wants a [MASK] party . [SEP]
big,trees,instant,backward phrasal associate,[CLS] she wants a [MASK] party . [SEP]
big,huge,pasta,synonym,[CLS] he was trying to carry some [MASK] boxes outside . [SEP]
big,trees,instant,backward phrasal associate,[CLS] he was trying to carry some [MASK] boxes outside . [SEP]
big,huge,pasta,synonym,[CLS] he is carrying a [MASK] tv . [SEP]
big,trees,instant,backward phrasal associate,[CLS] he is carrying a [MASK] tv . [SEP]
big,huge,pasta,synonym,[CLS] weston found out that a [MASK] flood had come through town . [SEP]
big,trees,instant,backward phrasal associate,[CLS] weston found out that a [MASK] flood had come through town . [SEP]
big,huge,pasta,synonym,[CLS] the branch was so [MASK] and heavy rick could n't open his doors . [SEP]
big,trees,instant,backward phrasal associate,[CLS] the branch was so [MASK] and heavy rick could n't open his doors . [SEP]
big,huge,pasta,synonym,[CLS] she took a [MASK] drink of her flavored water . [SEP]
big,trees,instant,backward phrasal associate,[CLS] she took a [MASK] drink of her flavored water . [SEP]
big,huge,pasta,synonym,[CLS] now i break up [MASK] projects into many small goals . [SEP]
big,trees,instant,backward phrasal associate,[CLS] now i break up [MASK] projects into many small goals . [SEP]
big,huge,pasta,synonym,[CLS] frank was a [MASK] drinker . [SEP]
big,trees,instant,backward phrasal associate,[CLS] frank was a [MASK] drinker . [SEP]
big,huge,pasta,synonym,"[CLS] their biggest desire was a [MASK] , winding driveway . [SEP]"
big,trees,instant,backward phrasal associate,"[CLS] their biggest desire was a [MASK] , winding driveway . [SEP]"
bike,pedal,rock,perceptual property,[CLS] her parents roll out her very own [MASK] to have and enjoy . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] her parents roll out her very own [MASK] to have and enjoy . [SEP]
bike,pedal,rock,perceptual property,"[CLS] the [MASK] arrived , but something was off the box was so small . [SEP]"
bike,rack,raspberry,backward phrasal associate,"[CLS] the [MASK] arrived , but something was off the box was so small . [SEP]"
bike,pedal,rock,perceptual property,[CLS] kevin went to the attic and dusted off his old ten - speed [MASK] . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] kevin went to the attic and dusted off his old ten - speed [MASK] . [SEP]
bike,pedal,rock,perceptual property,"[CLS] but when he opened his garage , he could n't find his [MASK] . [SEP]"
bike,rack,raspberry,backward phrasal associate,"[CLS] but when he opened his garage , he could n't find his [MASK] . [SEP]"
bike,pedal,rock,perceptual property,[CLS] i was thrown off the [MASK] and my wheel was twisted . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] i was thrown off the [MASK] and my wheel was twisted . [SEP]
bike,pedal,rock,perceptual property,[CLS] but he noticed someone riding a [MASK] that looked like his . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] but he noticed someone riding a [MASK] that looked like his . [SEP]
bike,pedal,rock,perceptual property,"[CLS] i rode my [MASK] home , satisfied after a great day of riding . [SEP]"
bike,rack,raspberry,backward phrasal associate,"[CLS] i rode my [MASK] home , satisfied after a great day of riding . [SEP]"
bike,pedal,rock,perceptual property,[CLS] i first learned to ride my [MASK] with my mom . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] i first learned to ride my [MASK] with my mom . [SEP]
bike,pedal,rock,perceptual property,[CLS] now i ride my [MASK] to work every day and i love it ! [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] now i ride my [MASK] to work every day and i love it ! [SEP]
bike,pedal,rock,perceptual property,[CLS] gage turned his [MASK] sharply . [SEP]
bike,rack,raspberry,backward phrasal associate,[CLS] gage turned his [MASK] sharply . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] 's dad took him to the carnival yesterday . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] 's dad took him to the carnival yesterday . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] the kid was riding into town . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] the kid was riding into town . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] finally it arrived so [MASK] and sam could get their frozen treat . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] finally it arrived so [MASK] and sam could get their frozen treat . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] and his sister sam waited eagerly for it to arrive on tuesday . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] and his sister sam waited eagerly for it to arrive on tuesday . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] needed some new shoes . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] needed some new shoes . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] and his friend were headed to a jazz club . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] and his friend were headed to a jazz club . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] felt lonely in school . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] felt lonely in school . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] was so mad that he had to spend his lunch in detention . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] was so mad that he had to spend his lunch in detention . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] [MASK] lost his job . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] [MASK] lost his job . [SEP]
billy,idol,swoon,backward phrasal associate,[CLS] the [MASK] joel concert was two week away . [SEP]
billy,goat,stump,backward phrasal associate,[CLS] the [MASK] joel concert was two week away . [SEP]
biology,science,fear,supraordinate,[CLS] she studies very hard to become an expert in [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] she studies very hard to become an expert in [MASK] . [SEP]
biology,science,fear,supraordinate,[CLS] wallace graduated from college with a degree in [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] wallace graduated from college with a degree in [MASK] . [SEP]
biology,science,fear,supraordinate,"[CLS] at the end of his senior year , he went to college for [MASK] . [SEP]"
biology,fungi,ballot,supraordinate,"[CLS] at the end of his senior year , he went to college for [MASK] . [SEP]"
biology,science,fear,supraordinate,[CLS] sammy had to write an article for her [MASK] class . [SEP]
biology,fungi,ballot,supraordinate,[CLS] sammy had to write an article for her [MASK] class . [SEP]
biology,science,fear,supraordinate,"[CLS] although disappointed , mandy became interested in marine [MASK] . [SEP]"
biology,fungi,ballot,supraordinate,"[CLS] although disappointed , mandy became interested in marine [MASK] . [SEP]"
biology,science,fear,supraordinate,[CLS] tina loved [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] tina loved [MASK] . [SEP]
biology,science,fear,supraordinate,[CLS] bill went into graduate studies in paleontology and [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] bill went into graduate studies in paleontology and [MASK] . [SEP]
biology,science,fear,supraordinate,[CLS] scott decided to spend his life studying marine [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] scott decided to spend his life studying marine [MASK] . [SEP]
biology,science,fear,supraordinate,[CLS] from that day on she pledged her life to studying marine [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] from that day on she pledged her life to studying marine [MASK] . [SEP]
biology,science,fear,supraordinate,[CLS] sally was in freshman [MASK] . [SEP]
biology,fungi,ballot,supraordinate,[CLS] sally was in freshman [MASK] . [SEP]
bird,wings,lid,perceptual property,[CLS] he set the [MASK] free . [SEP]
bird,early,brake,forward phrasal associate,[CLS] he set the [MASK] free . [SEP]
bird,wings,lid,perceptual property,[CLS] harrison bought a new [MASK] . [SEP]
bird,early,brake,forward phrasal associate,[CLS] harrison bought a new [MASK] . [SEP]
bird,wings,lid,perceptual property,[CLS] torin built a [MASK] house . [SEP]
bird,early,brake,forward phrasal associate,[CLS] torin built a [MASK] house . [SEP]
bird,wings,lid,perceptual property,[CLS] tom 's [MASK] was normally well behaved . [SEP]
bird,early,brake,forward phrasal associate,[CLS] tom 's [MASK] was normally well behaved . [SEP]
bird,wings,lid,perceptual property,[CLS] there was a [MASK] 's nest in the tree . [SEP]
bird,early,brake,forward phrasal associate,[CLS] there was a [MASK] 's nest in the tree . [SEP]
bird,wings,lid,perceptual property,[CLS] paige just asked for an angry [MASK] game for her ps3 . [SEP]
bird,early,brake,forward phrasal associate,[CLS] paige just asked for an angry [MASK] game for her ps3 . [SEP]
bird,wings,lid,perceptual property,[CLS] a [MASK] was lying on the sidewalk . [SEP]
bird,early,brake,forward phrasal associate,[CLS] a [MASK] was lying on the sidewalk . [SEP]
bird,wings,lid,perceptual property,[CLS] she decides to buy a [MASK] feeder and put it outside her window . [SEP]
bird,early,brake,forward phrasal associate,[CLS] she decides to buy a [MASK] feeder and put it outside her window . [SEP]
bird,wings,lid,perceptual property,[CLS] the crow [MASK] spread its wings and scared everyone . [SEP]
bird,early,brake,forward phrasal associate,[CLS] the crow [MASK] spread its wings and scared everyone . [SEP]
bird,wings,lid,perceptual property,[CLS] soon enough a humming [MASK] was swiftly flying around the feeder . [SEP]
bird,early,brake,forward phrasal associate,[CLS] soon enough a humming [MASK] was swiftly flying around the feeder . [SEP]
bite,bit,side,unclassified,[CLS] his wife took a [MASK] . [SEP]
bite,scratch,majority,unclassified,[CLS] his wife took a [MASK] . [SEP]
bite,bit,side,unclassified,[CLS] i was there almost two hours before my first [MASK] . [SEP]
bite,scratch,majority,unclassified,[CLS] i was there almost two hours before my first [MASK] . [SEP]
bite,bit,side,unclassified,"[CLS] with excitement , she took a [MASK] . [SEP]"
bite,scratch,majority,unclassified,"[CLS] with excitement , she took a [MASK] . [SEP]"
bite,bit,side,unclassified,[CLS] it barked and tried to [MASK] lance . [SEP]
bite,scratch,majority,unclassified,[CLS] it barked and tried to [MASK] lance . [SEP]
bite,bit,side,unclassified,[CLS] riley is taken to the hospital for her [MASK] . [SEP]
bite,scratch,majority,unclassified,[CLS] riley is taken to the hospital for her [MASK] . [SEP]
bite,bit,side,unclassified,"[CLS] jan took a [MASK] , and decided she liked it . [SEP]"
bite,scratch,majority,unclassified,"[CLS] jan took a [MASK] , and decided she liked it . [SEP]"
bite,bit,side,unclassified,"[CLS] when she took a [MASK] , it was awful . [SEP]"
bite,scratch,majority,unclassified,"[CLS] when she took a [MASK] , it was awful . [SEP]"
bite,bit,side,unclassified,[CLS] tara had a very itchy mosquito [MASK] on her leg . [SEP]
bite,scratch,majority,unclassified,[CLS] tara had a very itchy mosquito [MASK] on her leg . [SEP]
bite,bit,side,unclassified,[CLS] the bread was really hard and she had to [MASK] really hard . [SEP]
bite,scratch,majority,unclassified,[CLS] the bread was really hard and she had to [MASK] really hard . [SEP]
bite,bit,side,unclassified,[CLS] there was a turtle taking a [MASK] of a big red berry . [SEP]
bite,scratch,majority,unclassified,[CLS] there was a turtle taking a [MASK] of a big red berry . [SEP]
black,white,selection,antonym,[CLS] josh is a [MASK] dog . [SEP]
black,soot,enough,perceptual property,[CLS] josh is a [MASK] dog . [SEP]
black,white,selection,antonym,[CLS] my first car was a [MASK] 1999 toyota corolla . [SEP]
black,soot,enough,perceptual property,[CLS] my first car was a [MASK] 1999 toyota corolla . [SEP]
black,white,selection,antonym,[CLS] he bet all his winnings on [MASK] and lost everything . [SEP]
black,soot,enough,perceptual property,[CLS] he bet all his winnings on [MASK] and lost everything . [SEP]
black,white,selection,antonym,[CLS] she wore dark clothes and loved anything [MASK] . [SEP]
black,soot,enough,perceptual property,[CLS] she wore dark clothes and loved anything [MASK] . [SEP]
black,white,selection,antonym,[CLS] all the women there dress in [MASK] everyday except for one . [SEP]
black,soot,enough,perceptual property,[CLS] all the women there dress in [MASK] everyday except for one . [SEP]
black,white,selection,antonym,[CLS] we found a beautiful all [MASK] cat who we adopted . [SEP]
black,soot,enough,perceptual property,[CLS] we found a beautiful all [MASK] cat who we adopted . [SEP]
black,white,selection,antonym,[CLS] the ball came up [MASK] and carl felt terrible . [SEP]
black,soot,enough,perceptual property,[CLS] the ball came up [MASK] and carl felt terrible . [SEP]
black,white,selection,antonym,"[CLS] after a few years , he managed to acquire a [MASK] belt ! [SEP]"
black,soot,enough,perceptual property,"[CLS] after a few years , he managed to acquire a [MASK] belt ! [SEP]"
black,white,selection,antonym,[CLS] gary did n't know the squirrel had [MASK] plague . [SEP]
