target,prime,unrelated,association,context_word,delta_nt_200ms,delta_nt_1200ms,relation,delta_ldt_200ms,delta_ldt_1200ms
breathe,air,low,first,associated,-4.17,13.65277778,functional property,-10.3787878787879,86.3125
brick,block,school,first,related,-7.837037037,-63.07894737,synonym,151.625,-5.39415322580646
brick,block,school,first,similar,-7.837037037,-63.07894737,synonym,151.625,-5.39415322580646
brick,block,school,first,associated,-7.837037037,-63.07894737,synonym,151.625,-5.39415322580646
bride,groom,gully,first,related,-0.7923351159,39.58125,antonym,-58.46875,-107.360215053763
bride,groom,gully,first,similar,-0.7923351159,39.58125,antonym,-58.46875,-107.360215053763
bride,groom,gully,first,associated,-0.7923351159,39.58125,antonym,-58.46875,-107.360215053763
britain,england,like,first,related,-64.95909091,-65.59932088,synonym,-44.6875,-90.8064516129032
britain,england,like,first,similar,-64.95909091,-65.59932088,synonym,-44.6875,-90.8064516129032
britain,england,like,first,associated,-64.95909091,-65.59932088,synonym,-44.6875,-90.8064516129032
broccoli,cauliflower,metric,first,related,24.80925926,-99.0462963,category,-40.2973790322581,-51.0540796963948
broccoli,cauliflower,metric,first,similar,24.80925926,-99.0462963,category,-40.2973790322581,-51.0540796963948
broccoli,cauliflower,metric,first,associated,24.80925926,-99.0462963,category,-40.2973790322581,-51.0540796963948
broken,promise,accumulate,first,related,-11.83882784,51.83986928,bpa,38.1612903225806,-61.8768328445748
broken,promise,accumulate,first,similar,-11.83882784,51.83986928,bpa,38.1612903225806,-61.8768328445748
broken,promise,accumulate,first,associated,-11.83882784,51.83986928,bpa,38.1612903225806,-61.8768328445748
brother,sister,finish,first,related,-51.20320197,-161.2291022,antonym,-126.591397849462,37.9422348484849
brother,sister,finish,first,similar,-51.20320197,-161.2291022,antonym,-126.591397849462,37.9422348484849
brother,sister,finish,first,associated,-51.20320197,-161.2291022,antonym,-126.591397849462,37.9422348484849
brothers,righteous,slab,first,related,26.26235294,33.46176471,fpa,89.53125,-83.84375
brothers,righteous,slab,first,similar,26.26235294,33.46176471,fpa,89.53125,-83.84375
brothers,righteous,slab,first,associated,26.26235294,33.46176471,fpa,89.53125,-83.84375
brush,bristle,musk,first,related,-56.41168091,-67.9037037,supraordinate,65.3870967741935,7.34375
brush,bristle,musk,first,similar,-56.41168091,-67.9037037,supraordinate,65.3870967741935,7.34375
brush,bristle,musk,first,associated,-56.41168091,-67.9037037,supraordinate,65.3870967741935,7.34375
bubble,burst,since,first,related,-16.49480519,47.72173913,fpa,-117.13810483871,-27.53125
bubble,burst,since,first,similar,-16.49480519,47.72173913,fpa,-117.13810483871,-27.53125
bubble,burst,since,first,associated,-16.49480519,47.72173913,fpa,-117.13810483871,-27.53125
bucket,pail,pebble,first,related,-30.43977591,50.07222222,synonym,-33.0655913978494,-63.84375
bucket,pail,pebble,first,similar,-30.43977591,50.07222222,synonym,-33.0655913978494,-63.84375
bucket,pail,pebble,first,associated,-30.43977591,50.07222222,synonym,-33.0655913978494,-63.84375
buffalo,bison,morals,first,related,-10.59601449,-21.76190476,synonym,-15.03125,-135.563446969697
buffalo,bison,morals,first,similar,-10.59601449,-21.76190476,synonym,-15.03125,-135.563446969697
buffalo,bison,morals,first,associated,-10.59601449,-21.76190476,synonym,-15.03125,-135.563446969697
bug,cricket,beef,first,related,6.786290323,134.570028,supraordinate,-28.1875,-144.166177908113
bug,cricket,beef,first,similar,6.786290323,134.570028,supraordinate,-28.1875,-144.166177908113
bug,cricket,beef,first,associated,6.786290323,134.570028,supraordinate,-28.1875,-144.166177908113
build,construction,trait,first,related,24.13461538,-2.405982906,unclassifed,-28.78125,-44.5395833333333
build,construction,trait,first,similar,24.13461538,-2.405982906,unclassifed,-28.78125,-44.5395833333333
build,construction,trait,first,associated,24.13461538,-2.405982906,unclassifed,-28.78125,-44.5395833333333
builder,contractor,toss,first,related,83.47987118,-65.73908175,category,-40.5,-132.748106060606
builder,contractor,toss,first,similar,83.47987118,-65.73908175,category,-40.5,-132.748106060606
builder,contractor,toss,first,associated,83.47987118,-65.73908175,category,-40.5,-132.748106060606
building,architect,scapegoat,first,related,-37.62454212,-70.38596491,unclassified,1.43276515151513,-72.9354838709677
building,architect,scapegoat,first,similar,-37.62454212,-70.38596491,unclassified,1.43276515151513,-72.9354838709677
building,architect,scapegoat,first,associated,-37.62454212,-70.38596491,unclassified,1.43276515151513,-72.9354838709677
bum,hobo,normal,first,related,10.60805861,10.60185185,synonym,-57,-43.0735294117648
bum,hobo,normal,first,similar,10.60805861,10.60185185,synonym,-57,-43.0735294117648
bum,hobo,normal,first,associated,10.60805861,10.60185185,synonym,-57,-43.0735294117648
bump,lump,tank,first,related,-11.59305211,-31.95126706,synonym,25.09375,-216.666330645161
bump,lump,tank,first,similar,-11.59305211,-31.95126706,synonym,25.09375,-216.666330645161
bump,lump,tank,first,associated,-11.59305211,-31.95126706,synonym,25.09375,-216.666330645161
bush,shrub,entrance,first,related,-12.87549407,-36.87777778,synonym,-90.875946969697,64.5984848484849
bush,shrub,entrance,first,similar,-12.87549407,-36.87777778,synonym,-90.875946969697,64.5984848484849
bush,shrub,entrance,first,associated,-12.87549407,-36.87777778,synonym,-90.875946969697,64.5984848484849
business,corporation,piece,first,related,-28.18125,25.40512821,unclassifed,-77.7751710654936,-79.8011363636364
business,corporation,piece,first,similar,-28.18125,25.40512821,unclassifed,-77.7751710654936,-79.8011363636364
business,corporation,piece,first,associated,-28.18125,25.40512821,unclassifed,-77.7751710654936,-79.8011363636364
busy,occupied,hurricane,first,related,-47.36547619,81.30315789,synonym,-110.5625,-3.0473484848485
busy,occupied,hurricane,first,similar,-47.36547619,81.30315789,synonym,-110.5625,-3.0473484848485
busy,occupied,hurricane,first,associated,-47.36547619,81.30315789,synonym,-110.5625,-3.0473484848485
butter,peanut,hispanic,first,related,-48.2,127.8186813,fpa,-6.1875,-83.9172794117648
butter,peanut,hispanic,first,similar,-48.2,127.8186813,fpa,-6.1875,-83.9172794117648
butter,peanut,hispanic,first,associated,-48.2,127.8186813,fpa,-6.1875,-83.9172794117648
butterfly,cocoon,lasting,first,related,33.25274725,38.16302521,unclassifed,-66.414467253177,88.0189393939394
butterfly,cocoon,lasting,first,similar,33.25274725,38.16302521,unclassifed,-66.414467253177,88.0189393939394
butterfly,cocoon,lasting,first,associated,33.25274725,38.16302521,unclassifed,-66.414467253177,88.0189393939394
cab,taxi,china,first,related,-39.27009223,-143.6309524,synonym,-1.72569444444446,-51.8244047619048
cab,taxi,china,first,similar,-39.27009223,-143.6309524,synonym,-1.72569444444446,-51.8244047619048
cab,taxi,china,first,associated,-39.27009223,-143.6309524,synonym,-1.72569444444446,-51.8244047619048
cabbage,coleslaw,ozone,first,related,51.70915033,-117.9487179,unclassified,12.40625,-108.875
cabbage,coleslaw,ozone,first,similar,51.70915033,-117.9487179,unclassified,12.40625,-108.875
cabbage,coleslaw,ozone,first,associated,51.70915033,-117.9487179,unclassified,12.40625,-108.875
cabin,lodge,death,first,related,-9.981964879,-22.20483871,category,-20.3391984359727,-35.0236742424242
cabin,lodge,death,first,similar,-9.981964879,-22.20483871,category,-20.3391984359727,-35.0236742424242
cabin,lodge,death,first,associated,-9.981964879,-22.20483871,category,-20.3391984359727,-35.0236742424242
cabinet,file,development,first,related,-16.22820513,-154.7744361,fpa,-53.6008064516129,-70.9304435483871
cabinet,file,development,first,similar,-16.22820513,-154.7744361,fpa,-53.6008064516129,-70.9304435483871
cabinet,file,development,first,associated,-16.22820513,-154.7744361,fpa,-53.6008064516129,-70.9304435483871
cactus,prickly,beast,first,related,-1.051948052,38.13492063,perceptual property,-44.75,98.8850806451613
cactus,prickly,beast,first,similar,-1.051948052,38.13492063,perceptual property,-44.75,98.8850806451613
cactus,prickly,beast,first,associated,-1.051948052,38.13492063,perceptual property,-44.75,98.8850806451613
cake,frosting,best,first,related,15.81111111,-0.5884353741,perceptual property,-27.5625,-29.09375
cake,frosting,best,first,similar,15.81111111,-0.5884353741,perceptual property,-27.5625,-29.09375
cake,frosting,best,first,associated,15.81111111,-0.5884353741,perceptual property,-27.5625,-29.09375
calculate,compute,constitution,first,related,0.541720154,-2.666666667,synonym,43.5625,68.0360531309298
calculate,compute,constitution,first,similar,0.541720154,-2.666666667,synonym,43.5625,68.0360531309298
calculate,compute,constitution,first,associated,0.541720154,-2.666666667,synonym,43.5625,68.0360531309298
call,phone,radish,first,related,-37.2003367,-11.6,fpa,-94.6875,32.5554435483871
call,phone,radish,first,similar,-37.2003367,-11.6,fpa,-94.6875,32.5554435483871
call,phone,radish,first,associated,-37.2003367,-11.6,fpa,-94.6875,32.5554435483871
calm,soothe,cry,first,related,36.02298851,10.56410256,synonym,-55.8387096774194,22.0439882697948
calm,soothe,cry,first,similar,36.02298851,10.56410256,synonym,-55.8387096774194,22.0439882697948
calm,soothe,cry,first,associated,36.02298851,10.56410256,synonym,-55.8387096774194,22.0439882697948
camera,tourist,maximum,first,related,81.07407407,-22.16666667,script,34.96875,79.5625
camera,tourist,maximum,first,similar,81.07407407,-22.16666667,script,34.96875,79.5625
camera,tourist,maximum,first,associated,81.07407407,-22.16666667,script,34.96875,79.5625
camp,tent,cloth,first,related,-45.44705882,-77.07692308,script,-88.226814516129,-95.53125
camp,tent,cloth,first,similar,-45.44705882,-77.07692308,script,-88.226814516129,-95.53125
camp,tent,cloth,first,associated,-45.44705882,-77.07692308,script,-88.226814516129,-95.53125
can,opener,greek,first,related,-55.94666667,-68.68518519,bpa,8.8285984848485,32.6602822580645
can,opener,greek,first,similar,-55.94666667,-68.68518519,bpa,8.8285984848485,32.6602822580645
can,opener,greek,first,associated,-55.94666667,-68.68518519,bpa,8.8285984848485,32.6602822580645
cancer,tumor,monster,first,related,10.52,43.86578947,synonym,-106.375,44.5766129032259
cancer,tumor,monster,first,similar,10.52,43.86578947,synonym,-106.375,44.5766129032259
cancer,tumor,monster,first,associated,10.52,43.86578947,synonym,-106.375,44.5766129032259
candle,wick,sonnet,first,related,-35.14285714,2.692307692,category,-26.75,-123.681451612903
candle,wick,sonnet,first,similar,-35.14285714,2.692307692,category,-26.75,-123.681451612903
candle,wick,sonnet,first,associated,-35.14285714,2.692307692,category,-26.75,-123.681451612903
candy,chocolate,captive,first,related,-32.8,-4.97027972,supraordinate,-127.90625,-30.3548387096774
candy,chocolate,captive,first,similar,-32.8,-4.97027972,supraordinate,-127.90625,-30.3548387096774
candy,chocolate,captive,first,associated,-32.8,-4.97027972,supraordinate,-127.90625,-30.3548387096774
cans,recycle,cod,first,related,-6.293902439,-13.46666667,script,-74.2993951612904,-175.129032258065
cans,recycle,cod,first,similar,-6.293902439,-13.46666667,script,-74.2993951612904,-175.129032258065
cans,recycle,cod,first,associated,-6.293902439,-13.46666667,script,-74.2993951612904,-175.129032258065
can't,inability,oath,first,related,-33.49166667,35.48465608,synonym,64.5170454545455,50.21875
can't,inability,oath,first,similar,-33.49166667,35.48465608,synonym,64.5170454545455,50.21875
can't,inability,oath,first,associated,-33.49166667,35.48465608,synonym,64.5170454545455,50.21875
capability,ability,shock,first,related,-30.967032970000002,-53.11,category,-9.66028225806451,30.21875
capability,ability,shock,first,similar,-30.967032970000002,-53.11,category,-9.66028225806451,30.21875
capability,ability,shock,first,associated,-30.967032970000002,-53.11,category,-9.66028225806451,30.21875
car,valve,general,first,related,9.362041467,18.39010989,script,-7.52590420332353,44.6070381231672
car,valve,general,first,similar,9.362041467,18.39010989,script,-7.52590420332353,44.6070381231672
car,valve,general,first,associated,9.362041467,18.39010989,script,-7.52590420332353,44.6070381231672
card,credit,pint,first,related,62.02962963,23.82115385,fpa,-42.9758064516129,31.25
card,credit,pint,first,similar,62.02962963,23.82115385,fpa,-42.9758064516129,31.25
card,credit,pint,first,associated,62.02962963,23.82115385,fpa,-42.9758064516129,31.25
cards,deal,chipmunk,first,related,-98.32579186,-29.97246263,fpa,-85,123.870967741935
cards,deal,chipmunk,first,similar,-98.32579186,-29.97246263,fpa,-85,123.870967741935
cards,deal,chipmunk,first,associated,-98.32579186,-29.97246263,fpa,-85,123.870967741935
care,handle,wet,first,related,79.4,70.81896552,fpa,6.53125,52.9798387096774
care,handle,wet,first,similar,79.4,70.81896552,fpa,6.53125,52.9798387096774
care,handle,wet,first,associated,79.4,70.81896552,fpa,6.53125,52.9798387096774
careful,cautious,democrat,first,related,54.73809524,-68.17460317,synonym,-21.3787878787879,-31.8094758064516
careful,cautious,democrat,first,similar,54.73809524,-68.17460317,synonym,-21.3787878787879,-31.8094758064516
careful,cautious,democrat,first,associated,54.73809524,-68.17460317,synonym,-21.3787878787879,-31.8094758064516
caring,loving,dignity,first,related,-38.07142857,-59.44425087,synonym,-143.160984848485,-61.0625
caring,loving,dignity,first,similar,-38.07142857,-59.44425087,synonym,-143.160984848485,-61.0625
caring,loving,dignity,first,associated,-38.07142857,-59.44425087,synonym,-143.160984848485,-61.0625
carpet,rug,whom,first,related,-53.49622926,39.08421053,synonym,61.4375,-105.010752688172
carpet,rug,whom,first,similar,-53.49622926,39.08421053,synonym,61.4375,-105.010752688172
carpet,rug,whom,first,associated,-53.49622926,39.08421053,synonym,61.4375,-105.010752688172
carrot,celery,pick,first,related,-144.9316239,15.13369963,category,-28.75,-54.7681451612904
carrot,celery,pick,first,similar,-144.9316239,15.13369963,category,-28.75,-54.7681451612904
carrot,celery,pick,first,associated,-144.9316239,15.13369963,category,-28.75,-54.7681451612904
carry,haul,agriculture,first,related,16.45238095,-98.38942308,synonym,-36.6126893939394,30.1875
carry,haul,agriculture,first,similar,16.45238095,-98.38942308,synonym,-36.6126893939394,30.1875
carry,haul,agriculture,first,associated,16.45238095,-98.38942308,synonym,-36.6126893939394,30.1875
cars,parkway,microwave,first,related,-7.65,40.68972332,script,-160.28125,90.46875
cars,parkway,microwave,first,similar,-7.65,40.68972332,script,-160.28125,90.46875
cars,parkway,microwave,first,associated,-7.65,40.68972332,script,-160.28125,90.46875
cash,money,position,first,related,5.590909091,-78.42798913,synonym,69.75,-131.71875
cash,money,position,first,similar,5.590909091,-78.42798913,synonym,69.75,-131.71875
cash,money,position,first,associated,5.590909091,-78.42798913,synonym,69.75,-131.71875
castle,moat,bee,first,related,46.13221154,-70.23809524,script,-66.0625,47.5441176470588
castle,moat,bee,first,similar,46.13221154,-70.23809524,script,-66.0625,47.5441176470588
castle,moat,bee,first,associated,46.13221154,-70.23809524,script,-66.0625,47.5441176470588
cat,claw,calendar,first,related,-18.86666667,-48.26648841,perceptual property,69.65625,-38.4153225806451
cat,claw,calendar,first,similar,-18.86666667,-48.26648841,perceptual property,69.65625,-38.4153225806451
cat,claw,calendar,first,associated,-18.86666667,-48.26648841,perceptual property,69.65625,-38.4153225806451
catholic,protestant,necessary,first,related,-14.05,-52.31428571,category,32.375,-64.59375
catholic,protestant,necessary,first,similar,-14.05,-52.31428571,category,32.375,-64.59375
catholic,protestant,necessary,first,associated,-14.05,-52.31428571,category,32.375,-64.59375
cats,litter,roast,first,related,1.264285714,-58.37962963,script,-123.4375,71.7895833333333
cats,litter,roast,first,similar,1.264285714,-58.37962963,script,-123.4375,71.7895833333333
cats,litter,roast,first,associated,1.264285714,-58.37962963,script,-123.4375,71.7895833333333
cause,effect,boring,first,related,3.535353535,64.23672884,bpa,-39.4876893939394,-92.0372983870968
cause,effect,boring,first,similar,3.535353535,64.23672884,bpa,-39.4876893939394,-92.0372983870968
cause,effect,boring,first,associated,3.535353535,64.23672884,bpa,-39.4876893939394,-92.0372983870968
cautious,careful,cyclone,first,related,-29.22222222,-46.46984127,synonym,-38.75,-135.322580645161
cautious,careful,cyclone,first,similar,-29.22222222,-46.46984127,synonym,-38.75,-135.322580645161
cautious,careful,cyclone,first,associated,-29.22222222,-46.46984127,synonym,-38.75,-135.322580645161
cave,cavern,tomb,first,related,-54.82637363,-2.741818182,synonym,-141.709677419355,-107.9375
cave,cavern,tomb,first,similar,-54.82637363,-2.741818182,synonym,-141.709677419355,-107.9375
cave,cavern,tomb,first,associated,-54.82637363,-2.741818182,synonym,-141.709677419355,-107.9375
cell,sickle,issue,first,related,13.86363636,23.62740385,fpa,53.2613636363636,43.8729838709677
cell,sickle,issue,first,similar,13.86363636,23.62740385,fpa,53.2613636363636,43.8729838709677
cell,sickle,issue,first,associated,13.86363636,23.62740385,fpa,53.2613636363636,43.8729838709677
center,middle,slurp,first,related,-23.8,-0.197044335,synonym,-82.4375,156.770161290323
center,middle,slurp,first,similar,-23.8,-0.197044335,synonym,-82.4375,156.770161290323
center,middle,slurp,first,associated,-23.8,-0.197044335,synonym,-82.4375,156.770161290323
cereal,fiber,official,first,related,-31.41944444,26.77443609,supraordinate,-38.0265151515151,-146.732862903226
cereal,fiber,official,first,similar,-31.41944444,26.77443609,supraordinate,-38.0265151515151,-146.732862903226
cereal,fiber,official,first,associated,-31.41944444,26.77443609,supraordinate,-38.0265151515151,-146.732862903226
ceremony,ritual,careful,first,related,50.01463415,-23.63122172,synonym,-58.5433467741935,-80.4012096774194
ceremony,ritual,careful,first,similar,50.01463415,-23.63122172,synonym,-58.5433467741935,-80.4012096774194
ceremony,ritual,careful,first,associated,50.01463415,-23.63122172,synonym,-58.5433467741935,-80.4012096774194
chain,link,elements,first,related,27.6,34.32967033,bpa,-82.9943181818181,38.84375
chain,link,elements,first,similar,27.6,34.32967033,bpa,-82.9943181818181,38.84375
chain,link,elements,first,associated,27.6,34.32967033,bpa,-82.9943181818181,38.84375
chair,recliner,gravel,first,related,43.60587639,31.85538462,supraordinate,14.1189516129032,-106.790322580645
chair,recliner,gravel,first,similar,43.60587639,31.85538462,supraordinate,14.1189516129032,-106.790322580645
chair,recliner,gravel,first,associated,43.60587639,31.85538462,supraordinate,14.1189516129032,-106.790322580645
chalk,blackboard,pitchfork,first,related,-75.27,-78.48571429,instrument,-70.3548387096774,21.28125
chalk,blackboard,pitchfork,first,similar,-75.27,-78.48571429,instrument,-70.3548387096774,21.28125
chalk,blackboard,pitchfork,first,associated,-75.27,-78.48571429,instrument,-70.3548387096774,21.28125
chance,opportunity,armor,first,related,18.48739496,-65.7037037,synonym,-50.1368523949169,23.9276637341153
chance,opportunity,armor,first,similar,18.48739496,-65.7037037,synonym,-50.1368523949169,23.9276637341153
chance,opportunity,armor,first,associated,18.48739496,-65.7037037,synonym,-50.1368523949169,23.9276637341153
change,alter,drill,first,related,-26.49404762,99.79166667,synonym,-33.4535984848485,28.1666666666666
change,alter,drill,first,similar,-26.49404762,99.79166667,synonym,-33.4535984848485,28.1666666666666
change,alter,drill,first,associated,-26.49404762,99.79166667,synonym,-33.4535984848485,28.1666666666666
chaos,havoc,bubble,first,related,27.42205882,34.80789474,synonym,-13.0625,-128.5
chaos,havoc,bubble,first,similar,27.42205882,34.80789474,synonym,-13.0625,-128.5
chaos,havoc,bubble,first,associated,27.42205882,34.80789474,synonym,-13.0625,-128.5
characteristic,trait,phrase,first,related,-7.385509839,-39.77083333,synonym,-7.375,17.7620967741935
characteristic,trait,phrase,first,similar,-7.385509839,-39.77083333,synonym,-7.375,17.7620967741935
characteristic,trait,phrase,first,associated,-7.385509839,-39.77083333,synonym,-7.375,17.7620967741935
cheap,expensive,prepare,first,related,-6.995539697,16.14845938,antonym,-41.8035190615835,-50.2452651515151
cheap,expensive,prepare,first,similar,-6.995539697,16.14845938,antonym,-41.8035190615835,-50.2452651515151
cheap,expensive,prepare,first,associated,-6.995539697,16.14845938,antonym,-41.8035190615835,-50.2452651515151
cheat,affair,opener,first,related,9.563636364,-16.82299421,synonym,-33.3229166666666,10.928641251222
cheat,affair,opener,first,similar,9.563636364,-16.82299421,synonym,-33.3229166666666,10.928641251222
cheat,affair,opener,first,associated,9.563636364,-16.82299421,synonym,-33.3229166666666,10.928641251222
check,mark,prestige,first,related,-77.89285714,40.64672365,bpa,41.4596774193549,-40.8306451612904
check,mark,prestige,first,similar,-77.89285714,40.64672365,bpa,41.4596774193549,-40.8306451612904
check,mark,prestige,first,associated,-77.89285714,40.64672365,bpa,41.4596774193549,-40.8306451612904
cheese,swiss,art,first,related,-24.93333333,6.850931677,fpa,-121.78125,-52.3004032258065
cheese,swiss,art,first,similar,-24.93333333,6.850931677,fpa,-121.78125,-52.3004032258065
cheese,swiss,art,first,associated,-24.93333333,6.850931677,fpa,-121.78125,-52.3004032258065
chemistry,elements,kill,first,related,1.083333333,25.82527473,unclassifed,-0.545454545454504,71.4596774193549
chemistry,elements,kill,first,similar,1.083333333,25.82527473,unclassifed,-0.545454545454504,71.4596774193549
chemistry,elements,kill,first,associated,1.083333333,25.82527473,unclassifed,-0.545454545454504,71.4596774193549
chest,treasure,lint,first,related,-45.91176471,-162.5968254,fpa,132.125,15.3285984848485
chest,treasure,lint,first,similar,-45.91176471,-162.5968254,fpa,132.125,15.3285984848485
chest,treasure,lint,first,associated,-45.91176471,-162.5968254,fpa,132.125,15.3285984848485
chew,gum,lower,first,related,36.54968944,9.968253968,bpa,-57.1290322580645,-77.9193548387096
chew,gum,lower,first,similar,36.54968944,9.968253968,bpa,-57.1290322580645,-77.9193548387096
chew,gum,lower,first,associated,36.54968944,9.968253968,bpa,-57.1290322580645,-77.9193548387096
chicken,roost,change,first,related,74.21111111,-20.38095238,unclassified,12.375946969697,9.625
chicken,roost,change,first,similar,74.21111111,-20.38095238,unclassified,12.375946969697,9.625
chicken,roost,change,first,associated,74.21111111,-20.38095238,unclassified,12.375946969697,9.625
chief,commander,sweet,first,related,-41.56142857,-40.33170732,fpa,-18.0909090909091,-90.1935483870968
chief,commander,sweet,first,similar,-41.56142857,-40.33170732,fpa,-18.0909090909091,-90.1935483870968
chief,commander,sweet,first,associated,-41.56142857,-40.33170732,fpa,-18.0909090909091,-90.1935483870968
child,kid,prune,first,related,69.15608466,-42.31372549,synonym,-69.71875,-11.9375
child,kid,prune,first,similar,69.15608466,-42.31372549,synonym,-69.71875,-11.9375
child,kid,prune,first,associated,69.15608466,-42.31372549,synonym,-69.71875,-11.9375
children,toys,spray,first,related,-75.28571429,44.825,unclassifed,-18.21875,50.0085227272727
children,toys,spray,first,similar,-75.28571429,44.825,unclassifed,-18.21875,50.0085227272727
children,toys,spray,first,associated,-75.28571429,44.825,unclassifed,-18.21875,50.0085227272727
china,japan,chain,first,related,-3.714285714,-0.8133333333,category,-6.15625,-19.8645833333334
china,japan,chain,first,similar,-3.714285714,-0.8133333333,category,-6.15625,-19.8645833333334
china,japan,chain,first,associated,-3.714285714,-0.8133333333,category,-6.15625,-19.8645833333334
chip,dip,lean,first,related,41.81216931,-53.25396825,bpa,-59.0796370967742,55.9032258064516
chip,dip,lean,first,similar,41.81216931,-53.25396825,bpa,-59.0796370967742,55.9032258064516
chip,dip,lean,first,associated,41.81216931,-53.25396825,bpa,-59.0796370967742,55.9032258064516
chocolate,pudding,there,first,related,51.10180624,3.074660633,bpa,-62.1985887096774,-36.1512096774194
chocolate,pudding,there,first,similar,51.10180624,3.074660633,bpa,-62.1985887096774,-36.1512096774194
chocolate,pudding,there,first,associated,51.10180624,3.074660633,bpa,-62.1985887096774,-36.1512096774194
choice,selection,sleigh,first,related,-65.97478992,-36.0495356,synonym,-14.9798387096774,100.773185483871
choice,selection,sleigh,first,similar,-65.97478992,-36.0495356,synonym,-14.9798387096774,100.773185483871
choice,selection,sleigh,first,associated,-65.97478992,-36.0495356,synonym,-14.9798387096774,100.773185483871
choose,pick,half,first,related,-17.83938294,-176.0199637,synonym,-89.46875,46.6569892473118
choose,pick,half,first,similar,-17.83938294,-176.0199637,synonym,-89.46875,46.6569892473118
choose,pick,half,first,associated,-17.83938294,-176.0199637,synonym,-89.46875,46.6569892473118
christ,jesus,chunk,first,related,-150.9479167,-91.80652174,synonym,-184.106060606061,-101.5625
christ,jesus,chunk,first,similar,-150.9479167,-91.80652174,synonym,-184.106060606061,-101.5625
christ,jesus,chunk,first,associated,-150.9479167,-91.80652174,synonym,-184.106060606061,-101.5625
christmas,reindeer,freak,first,related,32.70238095,-21.28940887,script,36.8125,148.125
christmas,reindeer,freak,first,similar,32.70238095,-21.28940887,script,36.8125,148.125
christmas,reindeer,freak,first,associated,32.70238095,-21.28940887,script,36.8125,148.125
church,temple,bow,first,related,-73.09586466,28.55428571,category,-84.4375,148.6875
church,temple,bow,first,similar,-73.09586466,28.55428571,category,-84.4375,148.6875
church,temple,bow,first,associated,-73.09586466,28.55428571,category,-84.4375,148.6875
cigarette,nicotine,junk,first,related,131.7181818,-18.66,script,36.875,-18.9795698924731
cigarette,nicotine,junk,first,similar,131.7181818,-18.66,script,36.875,-18.9795698924731
cigarette,nicotine,junk,first,associated,131.7181818,-18.66,script,36.875,-18.9795698924731
circle,diameter,silk,first,related,48.69411765,1.587037037,script,-65.0625,-116.881048387097
circle,diameter,silk,first,similar,48.69411765,1.587037037,script,-65.0625,-116.881048387097
circle,diameter,silk,first,associated,48.69411765,1.587037037,script,-65.0625,-116.881048387097
circus,juggler,shrine,first,related,-38.38624339,19,bpa,47.5846774193549,-150.59375
circus,juggler,shrine,first,similar,-38.38624339,19,bpa,47.5846774193549,-150.59375
circus,juggler,shrine,first,associated,-38.38624339,19,bpa,47.5846774193549,-150.59375
city,county,vomit,first,related,-12.99477352,-7.300438596,category,-87.3577712609971,37.125
city,county,vomit,first,similar,-12.99477352,-7.300438596,category,-87.3577712609971,37.125
city,county,vomit,first,associated,-12.99477352,-7.300438596,category,-87.3577712609971,37.125
clam,oyster,sack,first,related,-29.33640553,-29.88421053,category,-159.40625,-152.42803030303
clam,oyster,sack,first,similar,-29.33640553,-29.88421053,category,-159.40625,-152.42803030303
clam,oyster,sack,first,associated,-29.33640553,-29.88421053,category,-159.40625,-152.42803030303
class,subject,self,first,related,-19.84210526,-95.38644689,unclassifed,-1.65020161290317,-24
class,subject,self,first,similar,-19.84210526,-95.38644689,unclassifed,-1.65020161290317,-24
class,subject,self,first,associated,-19.84210526,-95.38644689,unclassifed,-1.65020161290317,-24
clay,pottery,camera,first,related,-57.69444444,9.294326241,instrument,-35.3835227272727,-24.9747983870968
clay,pottery,camera,first,similar,-57.69444444,9.294326241,instrument,-35.3835227272727,-24.9747983870968
clay,pottery,camera,first,associated,-57.69444444,9.294326241,instrument,-35.3835227272727,-24.9747983870968
clean,shower,giggle,first,related,-38.27272727,65.76406534,bpa,-65.78125,-180.131048387097
clean,shower,giggle,first,similar,-38.27272727,65.76406534,bpa,-65.78125,-180.131048387097
clean,shower,giggle,first,associated,-38.27272727,65.76406534,bpa,-65.78125,-180.131048387097
cleaner,vacuum,manners,first,related,13.29472329,68.68831169,fpa,-107.201704545455,72.8125
cleaner,vacuum,manners,first,similar,13.29472329,68.68831169,fpa,-107.201704545455,72.8125
cleaner,vacuum,manners,first,associated,13.29472329,68.68831169,fpa,-107.201704545455,72.8125
clear,vivid,catcher,first,related,16.96505376,7.518575851,synonym,-38.7741935483871,5.8125
clear,vivid,catcher,first,similar,16.96505376,7.518575851,synonym,-38.7741935483871,5.8125
clear,vivid,catcher,first,associated,16.96505376,7.518575851,synonym,-38.7741935483871,5.8125
cliff,ledge,hairspray,first,related,-27.82647059,-20.06190476,synonym,46.6875,-83
cliff,ledge,hairspray,first,similar,-27.82647059,-20.06190476,synonym,46.6875,-83
cliff,ledge,hairspray,first,associated,-27.82647059,-20.06190476,synonym,46.6875,-83
climate,weather,construction,first,related,35.72222222,88.53846154,unclassified,-85.53125,111.709677419355
climate,weather,construction,first,similar,35.72222222,88.53846154,unclassified,-85.53125,111.709677419355
climate,weather,construction,first,associated,35.72222222,88.53846154,unclassified,-85.53125,111.709677419355
climb,stairs,astronaut,first,related,28.81818182,-52.22527473,bpa,-9.1239919354839,31.3125
climb,stairs,astronaut,first,similar,28.81818182,-52.22527473,bpa,-9.1239919354839,31.3125
