target,related,unrelated,relation,context,constraint,entropy
bedroom,bathroom,fling,category,[CLS] kate 's [MASK] was cold in the winter . [SEP],0.1599203497171402,6.064370155334473
bedroom,room,far,supraordinate,[CLS] owen reached his house and went up to his mother 's [MASK] . [SEP],0.4933972656726837,2.779494047164917
bedroom,bathroom,fling,category,[CLS] owen reached his house and went up to his mother 's [MASK] . [SEP],0.4933972656726837,2.779494047164917
bedroom,room,far,supraordinate,[CLS] chad decided he would turn a spare [MASK] into a closet . [SEP],0.5004035234451294,1.5797317028045654
bedroom,bathroom,fling,category,[CLS] chad decided he would turn a spare [MASK] into a closet . [SEP],0.5004035234451294,1.5797317028045654
bedroom,room,far,supraordinate,[CLS] her mom walked into her [MASK] and came back out with a box . [SEP],0.6211158633232117,1.5225725173950195
bedroom,bathroom,fling,category,[CLS] her mom walked into her [MASK] and came back out with a box . [SEP],0.6211158633232117,1.5225725173950195
bedroom,room,far,supraordinate,[CLS] my sister and i went to go check on her in her [MASK] . [SEP],0.7810302972793579,1.5174720287322998
bedroom,bathroom,fling,category,[CLS] my sister and i went to go check on her in her [MASK] . [SEP],0.7810302972793579,1.5174720287322998
bedroom,room,far,supraordinate,[CLS] the blinds on my [MASK] window rattled and swung . [SEP],0.9058155417442322,0.9246256351470947
bedroom,bathroom,fling,category,[CLS] the blinds on my [MASK] window rattled and swung . [SEP],0.9058155417442322,0.9246256351470947
bedroom,room,far,supraordinate,[CLS] one night she climbed out of her [MASK] window . [SEP],0.9611191749572754,0.43313080072402954
bedroom,bathroom,fling,category,[CLS] one night she climbed out of her [MASK] window . [SEP],0.9611191749572754,0.43313080072402954
beef,roast,glide,forward phrasal associate,[CLS] my partner ordered a [MASK] burger . [SEP],0.06432482600212097,7.895052909851074
beef,cornbeef,wisdom,supraordinate,[CLS] my partner ordered a [MASK] burger . [SEP],0.06432482600212097,7.895052909851074
beef,roast,glide,forward phrasal associate,"[CLS] i bought beans , diced tomatoes , and [MASK] . [SEP]",0.1011849120259285,6.132587432861328
beef,cornbeef,wisdom,supraordinate,"[CLS] i bought beans , diced tomatoes , and [MASK] . [SEP]",0.1011849120259285,6.132587432861328
beef,roast,glide,forward phrasal associate,[CLS] his mom noticed she was out of [MASK] so they had to substitute . [SEP],0.34009045362472534,5.363958835601807
beef,cornbeef,wisdom,supraordinate,[CLS] his mom noticed she was out of [MASK] so they had to substitute . [SEP],0.34009045362472534,5.363958835601807
beef,roast,glide,forward phrasal associate,"[CLS] while at the gym , tom heard someone talking about [MASK] cake . [SEP]",0.34712278842926025,3.639077663421631
beef,cornbeef,wisdom,supraordinate,"[CLS] while at the gym , tom heard someone talking about [MASK] cake . [SEP]",0.34712278842926025,3.639077663421631
beef,roast,glide,forward phrasal associate,[CLS] my sister suggested i make [MASK] tartare . [SEP],0.6934581995010376,2.502448081970215
beef,cornbeef,wisdom,supraordinate,[CLS] my sister suggested i make [MASK] tartare . [SEP],0.6934581995010376,2.502448081970215
beef,roast,glide,forward phrasal associate,[CLS] the clerk at the deli informed me they were out of [MASK] . [SEP],0.6707302331924438,1.9297518730163574
beef,cornbeef,wisdom,supraordinate,[CLS] the clerk at the deli informed me they were out of [MASK] . [SEP],0.6707302331924438,1.9297518730163574
beef,roast,glide,forward phrasal associate,[CLS] lola was trying to make corned [MASK] . [SEP],0.3718709647655487,3.4039554595947266
beef,cornbeef,wisdom,supraordinate,[CLS] lola was trying to make corned [MASK] . [SEP],0.3718709647655487,3.4039554595947266
beef,roast,glide,forward phrasal associate,[CLS] they went to a roast [MASK] restaurant . [SEP],0.8609728217124939,1.0457398891448975
beef,cornbeef,wisdom,supraordinate,[CLS] they went to a roast [MASK] restaurant . [SEP],0.8609728217124939,1.0457398891448975
beef,roast,glide,forward phrasal associate,[CLS] today i made some [MASK] jerky . [SEP],0.693048894405365,1.469063639640808
beef,cornbeef,wisdom,supraordinate,[CLS] today i made some [MASK] jerky . [SEP],0.693048894405365,1.469063639640808
beef,roast,glide,forward phrasal associate,[CLS] to celebrate the man bought a stick of [MASK] jerky . [SEP],0.9309754967689514,0.7886644601821899
beef,cornbeef,wisdom,supraordinate,[CLS] to celebrate the man bought a stick of [MASK] jerky . [SEP],0.9309754967689514,0.7886644601821899
beer,mug,system,instrument,[CLS] he had his [MASK] next to him . [SEP],0.10474060475826263,7.082503318786621
beer,champagne,amuse,category,[CLS] he had his [MASK] next to him . [SEP],0.10474060475826263,7.082503318786621
beer,mug,system,instrument,[CLS] ken never liked drinking [MASK] . [SEP],0.15270394086837769,5.0655012130737305
beer,champagne,amuse,category,[CLS] ken never liked drinking [MASK] . [SEP],0.15270394086837769,5.0655012130737305
beer,mug,system,instrument,[CLS] my friend bought me a [MASK] . [SEP],0.31390154361724854,6.313005447387695
beer,champagne,amuse,category,[CLS] my friend bought me a [MASK] . [SEP],0.31390154361724854,6.313005447387695
beer,mug,system,instrument,[CLS] justin 's friend guzzled the rest of his [MASK] . [SEP],0.3226318955421448,3.469949245452881
beer,champagne,amuse,category,[CLS] justin 's friend guzzled the rest of his [MASK] . [SEP],0.3226318955421448,3.469949245452881
beer,mug,system,instrument,[CLS] he decided to have a [MASK] to relax . [SEP],0.3587177097797394,2.916414737701416
beer,champagne,amuse,category,[CLS] he decided to have a [MASK] to relax . [SEP],0.3587177097797394,2.916414737701416
beer,mug,system,instrument,"[CLS] once , we were in the theatre , my friend handed me a bottle of [MASK] . [SEP]",0.644639790058136,2.452712059020996
beer,champagne,amuse,category,"[CLS] once , we were in the theatre , my friend handed me a bottle of [MASK] . [SEP]",0.644639790058136,2.452712059020996
beer,mug,system,instrument,"[CLS] he put up some decorations , went and got a [MASK] and sat down . [SEP]",0.8638057112693787,1.1520757675170898
beer,champagne,amuse,category,"[CLS] he put up some decorations , went and got a [MASK] and sat down . [SEP]",0.8638057112693787,1.1520757675170898
beer,mug,system,instrument,"[CLS] while dancing , she slipped in a puddle of [MASK] breaking her ankle . [SEP]",0.5886725187301636,2.511446952819824
beer,champagne,amuse,category,"[CLS] while dancing , she slipped in a puddle of [MASK] breaking her ankle . [SEP]",0.5886725187301636,2.511446952819824
beer,mug,system,instrument,[CLS] ben stopped at the store to buy a pack of [MASK] . [SEP],0.9451537132263184,0.4924071729183197
beer,champagne,amuse,category,[CLS] ben stopped at the store to buy a pack of [MASK] . [SEP],0.9451537132263184,0.4924071729183197
beer,mug,system,instrument,[CLS] i enjoyed my free [MASK] . [SEP],0.9879384636878967,0.18029579520225525
beer,champagne,amuse,category,[CLS] i enjoyed my free [MASK] . [SEP],0.9879384636878967,0.18029579520225525
before,after,tune,antonym,[CLS] maggie had never been [MASK] . [SEP],0.10698802024126053,7.511082649230957
before,foresight,dusk,unclassified,[CLS] maggie had never been [MASK] . [SEP],0.10698802024126053,7.511082649230957
before,after,tune,antonym,"[CLS] in addition , gary knew he was much healthier than [MASK] . [SEP]",0.09446246176958084,8.280600547790527
before,foresight,dusk,unclassified,"[CLS] in addition , gary knew he was much healthier than [MASK] . [SEP]",0.09446246176958084,8.280600547790527
before,after,tune,antonym,[CLS] instead the child was more scared when she finished than [MASK] . [SEP],0.3907824754714966,4.802740573883057
before,foresight,dusk,unclassified,[CLS] instead the child was more scared when she finished than [MASK] . [SEP],0.3907824754714966,4.802740573883057
before,after,tune,antonym,[CLS] and i left in more pain and stress than [MASK] . [SEP],0.26067328453063965,4.534600257873535
before,foresight,dusk,unclassified,[CLS] and i left in more pain and stress than [MASK] . [SEP],0.26067328453063965,4.534600257873535
before,after,tune,antonym,[CLS] i was terrified [MASK] my first english class . [SEP],0.4809194505214691,2.1504158973693848
before,foresight,dusk,unclassified,[CLS] i was terrified [MASK] my first english class . [SEP],0.4809194505214691,2.1504158973693848
before,after,tune,antonym,"[CLS] [MASK] he entered his home , he parked his car and finished his meal . [SEP]",0.5623356103897095,1.8026894330978394
before,foresight,dusk,unclassified,"[CLS] [MASK] he entered his home , he parked his car and finished his meal . [SEP]",0.5623356103897095,1.8026894330978394
before,after,tune,antonym,"[CLS] [MASK] the last hole , the score was tied . [SEP]",0.7425586581230164,1.1658302545547485
before,foresight,dusk,unclassified,"[CLS] [MASK] the last hole , the score was tied . [SEP]",0.7425586581230164,1.1658302545547485
before,after,tune,antonym,[CLS] i went to go take a nap [MASK] work . [SEP],0.7255895733833313,1.15591299533844
before,foresight,dusk,unclassified,[CLS] i went to go take a nap [MASK] work . [SEP],0.7255895733833313,1.15591299533844
before,after,tune,antonym,[CLS] she could hardly sleep the night [MASK] school started ! [SEP],0.9648392796516418,0.2657821774482727
before,foresight,dusk,unclassified,[CLS] she could hardly sleep the night [MASK] school started ! [SEP],0.9648392796516418,0.2657821774482727
before,after,tune,antonym,[CLS] elena decided to visit her aunt 's house [MASK] going to the party . [SEP],0.9931023120880127,0.07647623121738434
before,foresight,dusk,unclassified,[CLS] elena decided to visit her aunt 's house [MASK] going to the party . [SEP],0.9931023120880127,0.07647623121738434
beginning,ending,east,antonym,[CLS] i did well at the [MASK] . [SEP],0.0768669843673706,7.639570236206055
beginning,birth,impediment,unclassified,[CLS] i did well at the [MASK] . [SEP],0.0768669843673706,7.639570236206055
beginning,ending,east,antonym,[CLS] the teacher proved her point by immediately [MASK] a pop quiz . [SEP],0.24947655200958252,4.794624328613281
beginning,birth,impediment,unclassified,[CLS] the teacher proved her point by immediately [MASK] a pop quiz . [SEP],0.24947655200958252,4.794624328613281
beginning,ending,east,antonym,[CLS] they were [MASK] to wear . [SEP],0.16753600537776947,5.475985527038574
beginning,birth,impediment,unclassified,[CLS] they were [MASK] to wear . [SEP],0.16753600537776947,5.475985527038574
beginning,ending,east,antonym,[CLS] the doctor told elle she had the [MASK] of the flu . [SEP],0.3472955524921417,4.755937099456787
beginning,birth,impediment,unclassified,[CLS] the doctor told elle she had the [MASK] of the flu . [SEP],0.3472955524921417,4.755937099456787
beginning,ending,east,antonym,[CLS] in the end the baby 's name seemed perfect from the [MASK] . [SEP],0.5016098022460938,1.4796102046966553
beginning,birth,impediment,unclassified,[CLS] in the end the baby 's name seemed perfect from the [MASK] . [SEP],0.5016098022460938,1.4796102046966553
beginning,ending,east,antonym,[CLS] she was happy she was [MASK] to heal . [SEP],0.4781450927257538,2.246070146560669
beginning,birth,impediment,unclassified,[CLS] she was happy she was [MASK] to heal . [SEP],0.4781450927257538,2.246070146560669
beginning,ending,east,antonym,[CLS] her hair was [MASK] to come in gray ! [SEP],0.8463706374168396,1.0753365755081177
beginning,birth,impediment,unclassified,[CLS] her hair was [MASK] to come in gray ! [SEP],0.8463706374168396,1.0753365755081177
beginning,ending,east,antonym,"[CLS] he did well , in the [MASK] . [SEP]",0.7682369947433472,2.853048801422119
beginning,birth,impediment,unclassified,"[CLS] he did well , in the [MASK] . [SEP]",0.7682369947433472,2.853048801422119
beginning,ending,east,antonym,[CLS] at the [MASK] of class his teacher gave a pop quiz . [SEP],0.8434004187583923,0.8016421794891357
beginning,birth,impediment,unclassified,[CLS] at the [MASK] of class his teacher gave a pop quiz . [SEP],0.8434004187583923,0.8016421794891357
beginning,ending,east,antonym,[CLS] at the [MASK] of the year we moved the shop . [SEP],0.9493045806884766,0.38313812017440796
beginning,birth,impediment,unclassified,[CLS] at the [MASK] of the year we moved the shop . [SEP],0.9493045806884766,0.38313812017440796
behind,ahead,safari,antonym,[CLS] one by one they grew into new interests leaving him [MASK] . [SEP],0.07421291619539261,7.716712951660156
behind,back,unsolved,synonym,[CLS] one by one they grew into new interests leaving him [MASK] . [SEP],0.07421291619539261,7.716712951660156
behind,ahead,safari,antonym,"[CLS] however , a trombone , that was [MASK] me , fell on my back . [SEP]",0.15340152382850647,6.9013261795043945
behind,back,unsolved,synonym,"[CLS] however , a trombone , that was [MASK] me , fell on my back . [SEP]",0.15340152382850647,6.9013261795043945
behind,ahead,safari,antonym,[CLS] as i rode closer he stepped [MASK] the tree . [SEP],0.2838272750377655,3.5980467796325684
behind,back,unsolved,synonym,[CLS] as i rode closer he stepped [MASK] the tree . [SEP],0.2838272750377655,3.5980467796325684
behind,ahead,safari,antonym,[CLS] kate 's friend sue sat at a desk [MASK] her . [SEP],0.41376993060112,2.163024425506592
behind,back,unsolved,synonym,[CLS] kate 's friend sue sat at a desk [MASK] her . [SEP],0.41376993060112,2.163024425506592
behind,ahead,safari,antonym,"[CLS] i walked [MASK] the horses in the stable one day , and they yelled . [SEP]",0.5406359434127808,1.7304712533950806
behind,back,unsolved,synonym,"[CLS] i walked [MASK] the horses in the stable one day , and they yelled . [SEP]",0.5406359434127808,1.7304712533950806
behind,ahead,safari,antonym,"[CLS] [MASK] his desk , he discovered an old cereal bowl . [SEP]",0.520731508731842,2.3642232418060303
behind,back,unsolved,synonym,"[CLS] [MASK] his desk , he discovered an old cereal bowl . [SEP]",0.520731508731842,2.3642232418060303
behind,ahead,safari,antonym,[CLS] nancy had one person [MASK] her . [SEP],0.5582839846611023,3.7414417266845703
behind,back,unsolved,synonym,[CLS] nancy had one person [MASK] her . [SEP],0.5582839846611023,3.7414417266845703
behind,ahead,safari,antonym,[CLS] her friend june showed her a few fight moves [MASK] a shelf . [SEP],0.6748639345169067,1.3241925239562988
behind,back,unsolved,synonym,[CLS] her friend june showed her a few fight moves [MASK] a shelf . [SEP],0.6748639345169067,1.3241925239562988
behind,ahead,safari,antonym,"[CLS] when they were ready , jamie climbed onto the tube [MASK] the boat . [SEP]",0.9620669484138489,0.42177850008010864
behind,back,unsolved,synonym,"[CLS] when they were ready , jamie climbed onto the tube [MASK] the boat . [SEP]",0.9620669484138489,0.42177850008010864
behind,ahead,safari,antonym,"[CLS] finally , she found the cat [MASK] the couch with the charger . [SEP]",0.946958601474762,0.40551847219467163
behind,back,unsolved,synonym,"[CLS] finally , she found the cat [MASK] the couch with the charger . [SEP]",0.946958601474762,0.40551847219467163
believe,disbelieve,vacancy,antonym,[CLS] i was ecstatic very happy and coud not [MASK] it . [SEP],0.054193850606679916,8.33010196685791
believe,doubt,lemon,antonym,[CLS] i was ecstatic very happy and coud not [MASK] it . [SEP],0.054193850606679916,8.33010196685791
believe,disbelieve,vacancy,antonym,[CLS] john could n't [MASK] the prices on the bikes . [SEP],0.23696134984493256,5.481525897979736
believe,doubt,lemon,antonym,[CLS] john could n't [MASK] the prices on the bikes . [SEP],0.23696134984493256,5.481525897979736
believe,disbelieve,vacancy,antonym,[CLS] tina could n't [MASK] it . [SEP],0.2647984027862549,4.676810264587402
believe,doubt,lemon,antonym,[CLS] tina could n't [MASK] it . [SEP],0.2647984027862549,4.676810264587402
believe,disbelieve,vacancy,antonym,[CLS] today when fred watched the weather he told me he did n't [MASK] it . [SEP],0.2833636701107025,4.097072601318359
believe,doubt,lemon,antonym,[CLS] today when fred watched the weather he told me he did n't [MASK] it . [SEP],0.2833636701107025,4.097072601318359
believe,disbelieve,vacancy,antonym,[CLS] jimmy said he did n't [MASK] god existed . [SEP],0.561027467250824,2.2175023555755615
believe,doubt,lemon,antonym,[CLS] jimmy said he did n't [MASK] god existed . [SEP],0.561027467250824,2.2175023555755615
believe,disbelieve,vacancy,antonym,[CLS] they did n't [MASK] tom when he said he had permission . [SEP],0.7666995525360107,2.172330856323242
believe,doubt,lemon,antonym,[CLS] they did n't [MASK] tom when he said he had permission . [SEP],0.7666995525360107,2.172330856323242
believe,disbelieve,vacancy,antonym,[CLS] he could n't [MASK] how breathtaking all the lights at night were ! [SEP],0.464857280254364,3.58461594581604
believe,doubt,lemon,antonym,[CLS] he could n't [MASK] how breathtaking all the lights at night were ! [SEP],0.464857280254364,3.58461594581604
believe,disbelieve,vacancy,antonym,[CLS] her family arrived and could n't [MASK] how messy she let it get . [SEP],0.7716589570045471,1.8827581405639648
believe,doubt,lemon,antonym,[CLS] her family arrived and could n't [MASK] how messy she let it get . [SEP],0.7716589570045471,1.8827581405639648
believe,disbelieve,vacancy,antonym,[CLS] she tells jan her boyfriend is married but jan does n't [MASK] her . [SEP],0.8931666612625122,0.9442100524902344
believe,doubt,lemon,antonym,[CLS] she tells jan her boyfriend is married but jan does n't [MASK] her . [SEP],0.8931666612625122,0.9442100524902344
believe,disbelieve,vacancy,antonym,[CLS] it was hard to [MASK] that a man with such talent could be so unliked . [SEP],0.9301121234893799,0.5989699363708496
believe,doubt,lemon,antonym,[CLS] it was hard to [MASK] that a man with such talent could be so unliked . [SEP],0.9301121234893799,0.5989699363708496
bell,chime,heading,perceptual property,[CLS] virginia began searching everywhere for the [MASK] . [SEP],0.0368603877723217,9.505935668945312
bell,ring,ski,functional property,[CLS] virginia began searching everywhere for the [MASK] . [SEP],0.0368603877723217,9.505935668945312
bell,chime,heading,perceptual property,[CLS] but he had to listen to the school [MASK] several times a day . [SEP],0.19028295576572418,6.339798927307129
bell,ring,ski,functional property,[CLS] but he had to listen to the school [MASK] several times a day . [SEP],0.19028295576572418,6.339798927307129
bell,chime,heading,perceptual property,[CLS] it sounds like a [MASK] tower during a wedding in her house all day . [SEP],0.20367346704006195,5.948145389556885
bell,ring,ski,functional property,[CLS] it sounds like a [MASK] tower during a wedding in her house all day . [SEP],0.20367346704006195,5.948145389556885
bell,chime,heading,perceptual property,[CLS] we did manage to make it just before the tardy [MASK] . [SEP],0.6324849128723145,3.312203884124756
bell,ring,ski,functional property,[CLS] we did manage to make it just before the tardy [MASK] . [SEP],0.6324849128723145,3.312203884124756
bell,chime,heading,perceptual property,[CLS] the director of the [MASK] choir took out all the bells to tune them . [SEP],0.45191413164138794,4.5607523918151855
bell,ring,ski,functional property,[CLS] the director of the [MASK] choir took out all the bells to tune them . [SEP],0.45191413164138794,4.5607523918151855
bell,chime,heading,perceptual property,"[CLS] as soon as she rang the [MASK] , she was shaking . [SEP]",0.6128898859024048,1.139585256576538
bell,ring,ski,functional property,"[CLS] as soon as she rang the [MASK] , she was shaking . [SEP]",0.6128898859024048,1.139585256576538
bell,chime,heading,perceptual property,"[CLS] when the [MASK] rang , they all ran into the hall . [SEP]",0.769898533821106,1.0509647130966187
bell,ring,ski,functional property,"[CLS] when the [MASK] rang , they all ran into the hall . [SEP]",0.769898533821106,1.0509647130966187
bell,chime,heading,perceptual property,[CLS] he walked to his uncle 's house and rang the [MASK] . [SEP],0.8176305294036865,0.7121028304100037
bell,ring,ski,functional property,[CLS] he walked to his uncle 's house and rang the [MASK] . [SEP],0.8176305294036865,0.7121028304100037
bell,chime,heading,perceptual property,[CLS] the school [MASK] rang when the clock struck 2 . [SEP],0.9312422871589661,0.48439472913742065
bell,ring,ski,functional property,[CLS] the school [MASK] rang when the clock struck 2 . [SEP],0.9312422871589661,0.48439472913742065
bell,chime,heading,perceptual property,[CLS] i decided to train my dog to ring a [MASK] when he wanted to go out . [SEP],0.9631261229515076,0.28040140867233276
bell,ring,ski,functional property,[CLS] i decided to train my dog to ring a [MASK] when he wanted to go out . [SEP],0.9631261229515076,0.28040140867233276
below,above,ticket,antonym,[CLS] the landlord had to repair the ceiling in the unit [MASK] . [SEP],0.08157035708427429,7.033072471618652
below,descent,stamp,unclassified,[CLS] the landlord had to repair the ceiling in the unit [MASK] . [SEP],0.08157035708427429,7.033072471618652
below,above,ticket,antonym,[CLS] it was [MASK] the minimum length . [SEP],0.12109296768903732,5.474362373352051
below,descent,stamp,unclassified,[CLS] it was [MASK] the minimum length . [SEP],0.12109296768903732,5.474362373352051
below,above,ticket,antonym,[CLS] he landed in the water [MASK] . [SEP],0.26117825508117676,4.76723575592041
below,descent,stamp,unclassified,[CLS] he landed in the water [MASK] . [SEP],0.26117825508117676,4.76723575592041
below,above,ticket,antonym,[CLS] he had to land the plane on the road down [MASK] . [SEP],0.3395880162715912,4.409719944000244
below,descent,stamp,unclassified,[CLS] he had to land the plane on the road down [MASK] . [SEP],0.3395880162715912,4.409719944000244
below,above,ticket,antonym,"[CLS] from [MASK] , the crowd gasped as ivy 's foot slipped . [SEP]",0.5206244587898254,2.760500907897949
below,descent,stamp,unclassified,"[CLS] from [MASK] , the crowd gasped as ivy 's foot slipped . [SEP]",0.5206244587898254,2.760500907897949
below,above,ticket,antonym,"[CLS] as she walked , her dress flowed [MASK] her . [SEP]",0.713501513004303,1.4000728130340576
below,descent,stamp,unclassified,"[CLS] as she walked , her dress flowed [MASK] her . [SEP]",0.713501513004303,1.4000728130340576
below,above,ticket,antonym,[CLS] he guessed it must be thirty degrees [MASK] zero outside . [SEP],0.830968976020813,0.8457058072090149
below,descent,stamp,unclassified,[CLS] he guessed it must be thirty degrees [MASK] zero outside . [SEP],0.830968976020813,0.8457058072090149
below,above,ticket,antonym,[CLS] gwen dropped the ring through the bleachers to the ground [MASK] . [SEP],0.8126671314239502,1.5755701065063477
below,descent,stamp,unclassified,[CLS] gwen dropped the ring through the bleachers to the ground [MASK] . [SEP],0.8126671314239502,1.5755701065063477
below,above,ticket,antonym,[CLS] she looked [MASK] and saw that her courtyard was very messy . [SEP],0.9483290910720825,0.39060500264167786
below,descent,stamp,unclassified,[CLS] she looked [MASK] and saw that her courtyard was very messy . [SEP],0.9483290910720825,0.39060500264167786
below,above,ticket,antonym,[CLS] mark lived [MASK] an office who just installed a new doorbell . [SEP],0.9452044367790222,0.4401402473449707
below,descent,stamp,unclassified,[CLS] mark lived [MASK] an office who just installed a new doorbell . [SEP],0.9452044367790222,0.4401402473449707
belt,sash,dairy,category,[CLS] tom found a goofy [MASK] online . [SEP],0.07102248072624207,8.854499816894531
belt,asteroid,bent,forward phrasal associate,[CLS] tom found a goofy [MASK] online . [SEP],0.07102248072624207,8.854499816894531
belt,sash,dairy,category,[CLS] he bought a replacement [MASK] . [SEP],0.08075234293937683,8.669508934020996
belt,asteroid,bent,forward phrasal associate,[CLS] he bought a replacement [MASK] . [SEP],0.08075234293937683,8.669508934020996
belt,sash,dairy,category,[CLS] he took out his only [MASK] and put that on too . [SEP],0.31489625573158264,4.063997268676758
belt,asteroid,bent,forward phrasal associate,[CLS] he took out his only [MASK] and put that on too . [SEP],0.31489625573158264,4.063997268676758
belt,sash,dairy,category,[CLS] he replaced the [MASK] and the sound went away . [SEP],0.2862526774406433,6.001062393188477
belt,asteroid,bent,forward phrasal associate,[CLS] he replaced the [MASK] and the sound went away . [SEP],0.2862526774406433,6.001062393188477
belt,sash,dairy,category,[CLS] scott was sad that his plain [MASK] had been ruined . [SEP],0.5453242063522339,4.258502006530762
belt,asteroid,bent,forward phrasal associate,[CLS] scott was sad that his plain [MASK] had been ruined . [SEP],0.5453242063522339,4.258502006530762
belt,sash,dairy,category,[CLS] the stranger walked into town with a hatchet on his [MASK] . [SEP],0.45556098222732544,3.077075242996216
belt,asteroid,bent,forward phrasal associate,[CLS] the stranger walked into town with a hatchet on his [MASK] . [SEP],0.45556098222732544,3.077075242996216
belt,sash,dairy,category,[CLS] he made her a [MASK] of rope from his garage . [SEP],0.5546871423721313,2.8064124584198
belt,asteroid,bent,forward phrasal associate,[CLS] he made her a [MASK] of rope from his garage . [SEP],0.5546871423721313,2.8064124584198
belt,sash,dairy,category,[CLS] now will is a black [MASK] and respected martial arts expert ! [SEP],0.9252409338951111,0.896736741065979
belt,asteroid,bent,forward phrasal associate,[CLS] now will is a black [MASK] and respected martial arts expert ! [SEP],0.9252409338951111,0.896736741065979
belt,sash,dairy,category,[CLS] tim saw a [MASK] buckle online that he liked . [SEP],0.8709701895713806,1.5046987533569336
belt,asteroid,bent,forward phrasal associate,[CLS] tim saw a [MASK] buckle online that he liked . [SEP],0.8709701895713806,1.5046987533569336
belt,sash,dairy,category,[CLS] the employee put the fish right back on the conveyor [MASK] . [SEP],0.9948240518569946,0.05678568780422211
belt,asteroid,bent,forward phrasal associate,[CLS] the employee put the fish right back on the conveyor [MASK] . [SEP],0.9948240518569946,0.05678568780422211
best,favorite,caption,unclassified,[CLS] sue wanted her snowflake to be the [MASK] . [SEP],0.07572424411773682,8.285970687866211
best,peak,fragile,synonym,[CLS] sue wanted her snowflake to be the [MASK] . [SEP],0.07572424411773682,8.285970687866211
best,favorite,caption,unclassified,[CLS] it was over ice cream places that were [MASK] tasting . [SEP],0.17320440709590912,6.9961934089660645
best,peak,fragile,synonym,[CLS] it was over ice cream places that were [MASK] tasting . [SEP],0.17320440709590912,6.9961934089660645
best,favorite,caption,unclassified,[CLS] john wore his [MASK] suit and strode into the hr office . [SEP],0.3934394121170044,4.629637241363525
best,peak,fragile,synonym,[CLS] john wore his [MASK] suit and strode into the hr office . [SEP],0.3934394121170044,4.629637241363525
best,favorite,caption,unclassified,[CLS] ken won the competition for having the [MASK] and most kilts . [SEP],0.6058921217918396,2.1666715145111084
best,peak,fragile,synonym,[CLS] ken won the competition for having the [MASK] and most kilts . [SEP],0.6058921217918396,2.1666715145111084
best,favorite,caption,unclassified,[CLS] kendra was the [MASK] athlete in college . [SEP],0.3925492465496063,2.9733660221099854
best,peak,fragile,synonym,[CLS] kendra was the [MASK] athlete in college . [SEP],0.3925492465496063,2.9733660221099854
best,favorite,caption,unclassified,[CLS] skydiving was one of the [MASK] experiences she ever had . [SEP],0.6010426878929138,2.5416641235351562
best,peak,fragile,synonym,[CLS] skydiving was one of the [MASK] experiences she ever had . [SEP],0.6010426878929138,2.5416641235351562
best,favorite,caption,unclassified,[CLS] he is now the [MASK] dressed kid in school . [SEP],0.8054027557373047,1.1912084817886353
best,peak,fragile,synonym,[CLS] he is now the [MASK] dressed kid in school . [SEP],0.8054027557373047,1.1912084817886353
best,favorite,caption,unclassified,[CLS] johnny seen mary kissing his [MASK] friend . [SEP],0.8800076842308044,1.2975358963012695
best,peak,fragile,synonym,[CLS] johnny seen mary kissing his [MASK] friend . [SEP],0.8800076842308044,1.2975358963012695
best,favorite,caption,unclassified,[CLS] she would get the [MASK] decorations and food money could buy . [SEP],0.8652003407478333,0.9289611577987671
best,peak,fragile,synonym,[CLS] she would get the [MASK] decorations and food money could buy . [SEP],0.8652003407478333,0.9289611577987671
best,favorite,caption,unclassified,[CLS] she tried her [MASK] to cover him with coats and blankets . [SEP],0.9883329272270203,0.09911059588193893
best,peak,fragile,synonym,[CLS] she tried her [MASK] to cover him with coats and blankets . [SEP],0.9883329272270203,0.09911059588193893
better,worse,cricket,antonym,[CLS] travis 's swing got [MASK] . [SEP],0.0962231382727623,6.432616710662842
better,good,veer,unclassified,[CLS] travis 's swing got [MASK] . [SEP],0.0962231382727623,6.432616710662842
better,worse,cricket,antonym,[CLS] thankfully months later she was [MASK] . [SEP],0.11811588704586029,6.7394328117370605
better,good,veer,unclassified,[CLS] thankfully months later she was [MASK] . [SEP],0.11811588704586029,6.7394328117370605
better,worse,cricket,antonym,[CLS] she was jealous because she thought my cupcakes looked [MASK] . [SEP],0.35733529925346375,4.8833160400390625
better,good,veer,unclassified,[CLS] she was jealous because she thought my cupcakes looked [MASK] . [SEP],0.35733529925346375,4.8833160400390625
better,worse,cricket,antonym,[CLS] she wanted to get a [MASK] job . [SEP],0.49240246415138245,3.5464839935302734
better,good,veer,unclassified,[CLS] she wanted to get a [MASK] job . [SEP],0.49240246415138245,3.5464839935302734
better,worse,cricket,antonym,"[CLS] no matter how much he tried , he never got [MASK] . [SEP]",0.2777726948261261,4.804107666015625
better,good,veer,unclassified,"[CLS] no matter how much he tried , he never got [MASK] . [SEP]",0.2777726948261261,4.804107666015625
better,worse,cricket,antonym,"[CLS] when the day ended , jennifer hoped tomorrow would be [MASK] . [SEP]",0.5329356789588928,2.0268189907073975
better,good,veer,unclassified,"[CLS] when the day ended , jennifer hoped tomorrow would be [MASK] . [SEP]",0.5329356789588928,2.0268189907073975
better,worse,cricket,antonym,[CLS] the doctor gave him medicine that made him much [MASK] . [SEP],0.5513927936553955,1.3780899047851562
better,good,veer,unclassified,[CLS] the doctor gave him medicine that made him much [MASK] . [SEP],0.5513927936553955,1.3780899047851562
